"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3073379_NPK_22_B_146_S414_L002_R1_001",0.150953,0.144136,0.125446,0.162008,0.152669,0.171393,0.150223,0.00433324,0.150975428571429,0.0287016241053416
"3073380_NPK_22_B_159_S425_L002_R1_001",0.307242,0.30765,0.30004,0.356468,0.319376,0.362773,0.318519,0.00874701,0.324581142857143,0.0269486080522238
"3073381_NPK_22_B_171_S437_L002_R1_001",0.346068,0.348972,0.323624,0.402345,0.351673,0.406958,0.357789,0.0103512,0.362489857142857,0.0285558334834196
"3073382_NPK_22_B_183_S448_L002_R1_001",0.386652,0.375876,0.383518,0.438457,0.386225,0.439691,0.389093,0.0105786,0.399930285714286,0.0264511100506088
"3073383_NPK_22_B_185_S459_L002_R1_001",0.214602,0.200561,0.190375,0.23359,0.215674,0.236533,0.20307,0.0060568,0.213486428571429,0.02837089008669
"3073384_NPK_22_B_110_S379_L002_R1_001",0.327304,0.310364,0.294434,0.364136,0.328417,0.387122,0.336752,0.00818839,0.335504142857143,0.0244062261952056
"3073385_NPK_22_B_123_S391_L002_R1_001",0.321077,0.3445,0.317956,0.375963,0.334693,0.370298,0.345743,0.00808598,0.344318571428571,0.0234840077502977
"3073386_NPK_22_B_135_S403_L002_R1_001",0.20531,0.204895,0.196308,0.230072,0.212565,0.240624,0.213281,0.00559827,0.214722142857143,0.0260721597014081
"3073387_NPK_22_A_147_S415_L002_R1_001",0.278783,0.280663,0.255875,0.311212,0.279858,0.333912,0.282558,0.00729973,0.288980142857143,0.0252603169471358
"3073388_NPK_22_B_160_S426_L002_R1_001",0.199883,0.193057,0.180089,0.225656,0.202396,0.229631,0.202852,0.00583405,0.204794857142857,0.0284872876272005
"3073389_NPK_22_B_172_S438_L002_R1_001",0.319898,0.319377,0.29748,0.354396,0.320786,0.371572,0.323608,0.00850564,0.329588142857143,0.0258068749872677
"3073390_NPK_22_B_184_S449_L002_R1_001",0.285702,0.275218,0.257441,0.31793,0.284652,0.320067,0.295688,0.00797216,0.290956857142857,0.0273998010505239
"3073391_NPK_22_B_74_S460_L002_R1_001",0.167181,0.16947,0.149769,0.187225,0.17286,0.19127,0.170764,0.00441703,0.172648428571429,0.0255839571581885
"3073392_NPK_22_B_111_S380_L002_R1_001",0.270334,0.26297,0.258685,0.311351,0.269629,0.305866,0.2639,0.00720732,0.277533571428571,0.0259691826214074
"3073393_NPK_22_B_124_S392_L002_R1_001",0.342352,0.334439,0.340501,0.373048,0.331008,0.394739,0.343917,0.00846398,0.351429142857143,0.024084456773241
"3073394_NPK_22_B_136_S404_L002_R1_001",0.364914,0.36579,0.357647,0.406486,0.351109,0.409492,0.387728,0.00879728,0.377595142857143,0.0232981810450044
"3073395_NPK_22_B_149_S416_L002_R1_001",0.341233,0.333475,0.327762,0.377471,0.344211,0.395061,0.336802,0.0087782,0.350859285714286,0.0250191468700313
"3073396_NPK_22_B_161_S427_L002_R1_001",0.36866,0.344222,0.341086,0.400398,0.353572,0.405526,0.370663,0.00948043,0.369161,0.0256810172255466
"3073400_NPK_22_B_193_S461_L002_R1_001",0.277162,0.278274,0.279362,0.333922,0.286696,0.331733,0.308125,0.00789139,0.299324857142857,0.0263639648084212
"3073401_NPK_22_B_205_S473_L002_R1_001",0.248739,0.237522,0.228463,0.272693,0.248674,0.285892,0.247899,0.00690125,0.252840285714286,0.0272948987559623
"3073402_NPK_22_B_217_S485_L002_R1_001",0.265764,0.261794,0.241584,0.304795,0.279705,0.3119,0.264152,0.00685097,0.275670571428571,0.0248520179883443
"3073403_NPK_22_B_229_S497_L002_R1_001",0.231296,0.232248,0.214806,0.261515,0.236201,0.271952,0.233976,0.00616503,0.240284857142857,0.0256571723799253
"3073404_NPK_22_B_243_S509_L002_R1_001",0.346554,0.357376,0.335246,0.416095,0.366428,0.422489,0.3589,0.00859409,0.371869714285714,0.0231104864683791
"3073405_NPK_22_B_256_S521_L002_R1_001",0.382836,0.375353,0.355271,0.396409,0.367403,0.413932,0.392328,0.00993291,0.383361714285714,0.025910020823303
"3073406_NPK_22_B_269_S531_L002_R1_001",0.282256,0.279074,0.271497,0.309153,0.287692,0.337653,0.28952,0.00733161,0.293835,0.0249514523457042
"3073407_NPK_22_B_284_S542_L002_R1_001",0.237667,0.241031,0.221592,0.264188,0.246885,0.270827,0.236607,0.00624138,0.245542428571429,0.0254187434583607
"3073408_NPK_22_B_194_S462_L002_R1_001",0.211563,0.208312,0.19223,0.235546,0.213361,0.249735,0.209016,0.00558291,0.217109,0.0257147792122851
"3073409_NPK_22_B_206_S474_L002_R1_001",0.221847,0.222328,0.212464,0.259309,0.228183,0.257325,0.229446,0.00727785,0.232986,0.0312372846437125
"3073410_NPK_22_A_218_S486_L002_R1_001",0.252662,0.24535,0.229964,0.276261,0.244738,0.283213,0.252619,0.0058543,0.254972428571429,0.022960521781907
"3073411_NPK_22_B_232_S498_L002_R1_001",0.232911,0.220202,0.211689,0.25331,0.228277,0.253573,0.231008,0.0062195,0.232995714285714,0.0266936240396819
"3073412_NPK_22_B_244_S510_L002_R1_001",0.175092,0.1698,0.149072,0.189369,0.180035,0.194987,0.166084,0.00508015,0.174919857142857,0.0290427289558729
"3073413_NPK_22_B_257_S522_L002_R1_001",0.22301,0.224254,0.215256,0.255888,0.240031,0.268108,0.23625,0.00661658,0.237542428571429,0.0278543081326223
"3073414_NPK_22_B_270_S532_L002_R1_001",0.221683,0.214323,0.196463,0.240359,0.222726,0.242844,0.219318,0.00653419,0.222530857142857,0.0293630738850984
"3073415_NPK_22_B_285_S543_L002_R1_001",0.352233,0.349794,0.336429,0.385781,0.346038,0.41939,0.347004,0.00882335,0.362381285714286,0.0243482496139623
"3073416_NPK_22_B_195_S463_L002_R1_001",0.229504,0.224094,0.213808,0.250832,0.23311,0.261077,0.228791,0.00644993,0.234459428571429,0.0275097915204336
"3073417_NPK_22_B_207_S475_L002_R1_001",0.250141,0.241806,0.225844,0.271791,0.24095,0.278075,0.245108,0.00774196,0.250530714285714,0.0309022389612907
"3073418_NPK_22_B_219_S487_L002_R1_001",0.348853,0.35095,0.337258,0.391134,0.351489,0.408929,0.374741,0.00948718,0.366193428571429,0.0259075648544836
"3073419_NPK_22_B_233_S499_L002_R1_001",0.203685,0.194779,0.181146,0.22582,0.208585,0.228461,0.20968,0.0058692,0.207450857142857,0.0282920016857693
"3073420_NPK_22_B_245_S511_L002_R1_001",0.31067,0.310776,0.2939,0.355348,0.316099,0.351168,0.309514,0.00898023,0.321067857142857,0.0279698817561931
"3073421_NPK_22_B_258_S523_L002_R1_001",0.277743,0.268435,0.248894,0.307458,0.278754,0.32241,0.287798,0.00758741,0.284498857142857,0.0266693865704708
"3073422_NPK_22_B_271_S533_L002_R1_001",0.257588,0.245075,0.221008,0.280591,0.258873,0.275112,0.255623,0.00672994,0.256267142857143,0.0262614236260153
"3073423_NPK_22_B_286_S544_L002_R1_001",0.26656,0.258385,0.224939,0.295675,0.263174,0.302745,0.263093,0.0081721,0.267795857142857,0.0305161554296956
"3073424_NPK_22_B_196_S464_L002_R1_001",0.26398,0.263411,0.248241,0.312149,0.269646,0.301746,0.300466,0.00713214,0.279948428571429,0.0254766209490626
"3073425_NPK_22_B_208_S476_L002_R1_001",0.353135,0.340894,0.336659,0.396143,0.34751,0.392856,0.339317,0.00804874,0.358073428571429,0.0224779035744464
"3073426_NPK_22_A_220_S488_L002_R1_001",0.263641,0.261458,0.246293,0.295203,0.273827,0.310994,0.268111,0.00678836,0.274218142857143,0.0247553277448038
"3073427_NPK_22_B_234_S500_L002_R1_001",0.377033,0.358185,0.362301,0.406119,0.375504,0.438474,0.37462,0.00956119,0.384605142857143,0.0248597559797878
"3073428_NPK_22_B_247_S512_L002_R1_001",0.346125,0.335424,0.312515,0.381214,0.349251,0.410776,0.344967,0.00927094,0.354324571428571,0.026165106085139
"3073429_NPK_22_B_259_S524_L002_R1_001",0.342353,0.335671,0.338906,0.397029,0.356452,0.415928,0.371773,0.00827032,0.365444571428571,0.0226308464992932
"3073430_NPK_22_B_272_S534_L002_R1_001",0.262128,0.253255,0.235768,0.295379,0.268373,0.300781,0.26296,0.00712399,0.268377714285714,0.0265446407089369
"3073431_NPK_22_B_287_S545_L002_R1_001",0.319479,0.325861,0.299284,0.351421,0.324353,0.34754,0.316605,0.00827917,0.326363285714286,0.0253679576177818
"3073432_NPK_22_B_197_S465_L002_R1_001",0.253899,0.248778,0.231264,0.283869,0.252702,0.286003,0.255206,0.00720104,0.258817285714286,0.0278228711816003
"3073433_NPK_22_A_209_S477_L002_R1_001",0.184079,0.17912,0.168885,0.201434,0.184155,0.208474,0.181118,0.00510529,0.186752142857143,0.0273372499072491
"3073434_NPK_22_B_221_S489_L002_R1_001",0.265703,0.258203,0.233281,0.288087,0.269144,0.307366,0.272961,0.0063666,0.270677857142857,0.0235209487292485
"3073435_NPK_22_B_235_S501_L002_R1_001",0.417125,0.425107,0.420766,0.467749,0.437392,0.486095,0.463931,0.0103544,0.445452142857143,0.0232446968008428
"3073436_NPK_22_B_248_S513_L002_R1_001",0.294707,0.289375,0.278558,0.339533,0.304072,0.336652,0.313753,0.00818118,0.308092857142857,0.0265542670345211
"3073437_NPK_22_B_260_S525_L002_R1_001",0.272462,0.272377,0.257007,0.309839,0.276573,0.322915,0.274194,0.00759835,0.283623857142857,0.0267902357599376
"3073438_NPK_22_B_273_S535_L002_R1_001",0.372489,0.372066,0.364663,0.417551,0.385582,0.449314,0.397544,0.00861341,0.394172714285714,0.0218518676910665
"3073439_NPK_22_B_288_S546_L002_R1_001",0.335933,0.351192,0.35747,0.385428,0.34576,0.38813,0.350904,0.00898861,0.359259571428571,0.0250198205276964
"3073440_NPK_22_B_198_S466_L002_R1_001",0.344198,0.349787,0.33196,0.386046,0.343123,0.395462,0.352233,0.00933123,0.357544142857143,0.026098120152197
"3073441_NPK_22_B_210_S478_L002_R1_001",0.36808,0.361913,0.348926,0.41037,0.364868,0.418388,0.392868,0.010043,0.380773285714286,0.0263752746760071
"3073442_NPK_22_B_222_S490_L002_R1_001",0.194455,0.189851,0.168474,0.205939,0.190074,0.21358,0.188719,0.00534224,0.193013142857143,0.0276781151838661
"3073443_NPK_22_B_236_S502_L002_R1_001",0.383767,0.366848,0.368434,0.431686,0.384691,0.434922,0.409078,0.00952977,0.397060857142857,0.024000779297596
"3073444_NPK_22_B_249_S514_L002_R1_001",0.269424,0.250559,0.237802,0.294659,0.270968,0.299698,0.268286,0.00791188,0.270199428571429,0.0292816311338292
"3073446_NPK_22_B_274_S536_L002_R1_001",0.407451,0.377442,0.3807,0.429559,0.389399,0.435972,0.409155,0.00886083,0.404239714285714,0.0219197413981379
"3073447_NF_22_B_25_S547_L002_R1_001",0.354556,0.334848,0.337262,0.392718,0.342833,0.374477,0.35045,0.00789954,0.355306285714286,0.0222330432013587
"3073448_NPK_22_B_199_S467_L002_R1_001",0.36017,0.361344,0.362622,0.413574,0.364586,0.4212,0.388382,0.00855591,0.381696857142857,0.022415458340538
"3073449_NPK_22_B_211_S479_L002_R1_001",0.357674,0.359826,0.333909,0.405998,0.36977,0.397889,0.37641,0.0101103,0.371639428571429,0.0272045946224374
"3073450_NPK_22_B_223_S491_L002_R1_001",0.358043,0.345652,0.334947,0.403508,0.360487,0.418484,0.371595,0.00935055,0.370388,0.0252452833245137
"3073451_NPK_22_B_237_S503_L002_R1_001",0.334966,0.347882,0.332036,0.393447,0.346255,0.385692,0.335077,0.00822028,0.353622142857143,0.0232459425011766
"3073452_NPK_22_B_250_S515_L002_R1_001",0.217904,0.227446,0.212336,0.26323,0.2378,0.253159,0.230344,0.00650323,0.234602714285714,0.0277201822655809
"3073453_NPK_22_B_262_S526_L002_R1_001",0.301789,0.301037,0.300499,0.33883,0.305006,0.348789,0.324571,0.008079,0.317217285714286,0.0254683472932704
"3073454_NPK_22_B_275_S537_L002_R1_001",0.373888,0.366955,0.337562,0.413776,0.371494,0.41776,0.377779,0.00853078,0.379887714285714,0.0224560565640825
"3073455_NF_22_B_84_S548_L002_R1_001",0.210342,0.199017,0.193673,0.224898,0.214315,0.241663,0.202754,0.00579425,0.212380285714286,0.027282428689238
"3073456_NPK_22_B_200_S468_L002_R1_001",0.277247,0.275811,0.268554,0.313505,0.280872,0.325027,0.283463,0.00741354,0.289211285714286,0.025633646977815
"3073457_NPK_22_B_212_S480_L002_R1_001",0.240937,0.236825,0.211832,0.268616,0.249115,0.269274,0.239235,0.00680628,0.245119142857143,0.0277672315620276
"3073458_NPK_22_B_224_S492_L002_R1_001",0.319046,0.320162,0.304536,0.379096,0.328108,0.374289,0.317331,0.00866066,0.334652571428571,0.0258795561110713
"3073459_NPK_22_B_238_S504_L002_R1_001",0.26115,0.256511,0.239705,0.295908,0.265358,0.300069,0.264146,0.00745102,0.268978142857143,0.027701209923058
"3073460_NPK_22_B_251_S516_L002_R1_001",0.332225,0.329105,0.314668,0.360452,0.331502,0.394502,0.34055,0.00861713,0.343286285714286,0.0251018766510584
"3073461_NPK_22_B_264_S527_L002_R1_001",0.419571,0.404964,0.417216,0.463485,0.397346,0.473005,0.43264,0.0100237,0.429746714285714,0.0233246693151813
"3073462_NPK_22_B_278_S538_L002_R1_001",0.371744,0.36852,0.368538,0.421152,0.371266,0.414977,0.384177,0.00918273,0.385767714285714,0.0238037805133659
"3073463_NF_22_B_96_S549_L002_R1_001",0.192631,0.180359,0.169614,0.2085,0.191468,0.216729,0.18431,0.00470169,0.191944428571429,0.0244950584655827
"3073464_NPK_22_B_201_S469_L002_R1_001",0.308773,0.29968,0.310058,0.346505,0.321861,0.350668,0.317052,0.00723385,0.322085285714286,0.0224594240123623
"3073465_NPK_22_A_213_S481_L002_R1_001",0.274316,0.283176,0.272158,0.315233,0.29056,0.320997,0.272842,0.00769937,0.289897428571429,0.0265589454792385
"3073466_NPK_22_B_225_S493_L002_R1_001",0.129635,0.122368,0.107433,0.139836,0.134748,0.142828,0.12627,0.00317271,0.129016857142857,0.0245914376637383
"3073467_NPK_22_B_239_S505_L002_R1_001",0.407999,0.407442,0.404274,0.449027,0.402505,0.482368,0.429174,0.0100272,0.426112714285714,0.0235318019477744
"3073468_NPK_22_B_252_S517_L002_R1_001",0.357655,0.34406,0.348009,0.406514,0.360938,0.402803,0.366002,0.00815976,0.369425857142857,0.0220876796851949
"3073469_NPK_22_B_265_S528_L002_R1_001",0.309749,0.312306,0.303418,0.370261,0.334289,0.371661,0.323085,0.0084556,0.332109857142857,0.0254602500291427
"3073470_NPK_22_B_279_S539_L002_R1_001",0.350466,0.350297,0.346473,0.415373,0.363664,0.400749,0.365502,0.00977067,0.370360571428571,0.0263815069792989
"3073471_NF_22_B_72_S550_L002_R1_001",0.18382,0.174232,0.160518,0.202253,0.187365,0.203885,0.179714,0.00496797,0.184541,0.0269206842923795
"3073472_NPK_22_A_202_S470_L002_R1_001",0.195979,0.187869,0.178263,0.219819,0.203064,0.224483,0.192462,0.00524471,0.200277,0.0261872806163464
"3073473_NPK_22_B_214_S482_L002_R1_001",0.206733,0.207653,0.188458,0.229858,0.215737,0.236569,0.209922,0.0061101,0.213561428571429,0.0286105035018362
"3073474_NPK_22_B_226_S494_L002_R1_001",0.204514,0.195769,0.177203,0.222912,0.204117,0.220764,0.201641,0.00547421,0.203845714285714,0.0268546730019903
"3073475_NPK_22_B_240_S506_L002_R1_001",0.174117,0.162233,0.145347,0.18608,0.173159,0.190511,0.168797,0.00452852,0.171463428571429,0.0264109964307258
"3073476_NPK_22_B_253_S518_L002_R1_001",0.372556,0.371935,0.367942,0.404111,0.380773,0.424171,0.372871,0.00987029,0.384908428571429,0.0256432160673466
"3073477_NPK_22_B_266_S529_L002_R1_001",0.173859,0.169655,0.153857,0.196002,0.175452,0.199842,0.177236,0.0047785,0.177986142857143,0.0268475956795995
"3073478_NPK_22_B_280_S540_L002_R1_001",0.338146,0.337464,0.33002,0.379335,0.343145,0.395791,0.37476,0.00864972,0.356951571428571,0.0242321947635153
"3073479_NF_22_B_101_S551_L002_R1_001",0.159543,0.153292,0.133489,0.176705,0.166576,0.177619,0.156739,0.00484484,0.160566142857143,0.0301734843584709
"3073480_NPK_22_B_203_S471_L002_R1_001",0.331298,0.326297,0.302249,0.370788,0.329699,0.386961,0.327938,0.00847585,0.339318571428571,0.0249790336093768
"3073481_NPK_22_B_215_S483_L002_R1_001",0.240007,0.240004,0.23722,0.283921,0.250112,0.299412,0.260608,0.00696409,0.258754857142857,0.0269138522727524
"3073482_NPK_22_B_227_S495_L002_R1_001",0.305479,0.296544,0.273886,0.339914,0.307434,0.354501,0.310859,0.00953349,0.312659571428571,0.030491598118812
"3073483_NPK_22_B_241_S507_L002_R1_001",0.270379,0.287601,0.241384,0.307838,0.265702,0.313141,0.269469,0.00719475,0.279359142857143,0.0257544819418322
"3073484_NPK_22_B_254_S519_L002_R1_001",0.235058,0.227068,0.221346,0.261722,0.240355,0.258058,0.239312,0.00663404,0.240417,0.0275938889512805
"3073485_NPK_22_B_267_S530_L002_R1_001",0.242018,0.229364,0.206874,0.257441,0.237324,0.266086,0.241129,0.00578215,0.240033714285714,0.0240889077486734
"3073486_NPK_22_B_281_S541_L002_R1_001",0.315818,0.311497,0.289461,0.342661,0.318593,0.341587,0.318347,0.00798543,0.319709142857143,0.0249771712145504
"3073487_NF_22_B_168_S552_L002_R1_001",0.336078,0.330929,0.326675,0.377411,0.343509,0.380761,0.349057,0.00880264,0.349202857142857,0.0252078120781208
"3073488_NPK_22_B_204_S472_L002_R1_001",0.281395,0.284483,0.268325,0.320941,0.291602,0.336595,0.297375,0.00778083,0.297245142857143,0.026176474828857
"3073489_NPK_22_B_216_S484_L002_R1_001",0.234171,0.22851,0.217761,0.259955,0.240629,0.284674,0.229374,0.00620856,0.242153428571429,0.0256389514558066
"3073490_NPK_22_B_228_S496_L002_R1_001",0.206551,0.203771,0.181103,0.230004,0.211536,0.228955,0.214855,0.00593274,0.210967857142857,0.0281215351018266
"3073491_NPK_22_A_242_S508_L002_R1_001",0.254812,0.247693,0.246418,0.286152,0.253149,0.2805,0.26001,0.00634612,0.261247714285714,0.024291580951631
"3073492_NPK_22_B_255_S520_L002_R1_001",0.262981,0.260757,0.24411,0.298178,0.271685,0.301392,0.261816,0.00672342,0.271559857142857,0.0247585194319169
"3078298_NF_22_B_1_S1_L001_R1_001",0.363719,0.352254,0.341173,0.389601,0.359593,0.393977,0.367848,0.00947787,0.366880714285714,0.0258336555478328
"3078299_NF_22_B_13_S13_L001_R1_001",0.309926,0.298681,0.296106,0.348239,0.312252,0.365219,0.324822,0.00795168,0.322177857142857,0.0246810257865553
"3078301_NF_22_B_49_S36_L001_R1_001",0.357429,0.341136,0.348917,0.396151,0.355537,0.408212,0.353704,0.0096934,0.365869428571429,0.0264941513092493
"3078302_NF_22_B_37_S48_L001_R1_001",0.430738,0.417368,0.453074,0.475328,0.43963,0.478171,0.444371,0.0107436,0.448382857142857,0.02396077331872
"3078303_NF_22_A_61_S60_L001_R1_001",0.491605,0.499645,0.474344,0.566124,0.511671,0.573848,0.506513,0.0123622,0.517678571428571,0.0238800689893067
"3078304_NF_22_A_73_S71_L001_R1_001",0.323111,0.321495,0.306772,0.362209,0.341508,0.382908,0.325673,0.00891832,0.337668,0.0264115047916889
"3078305_NF_22_A_85_S82_L001_R1_001",0.350389,0.351026,0.323318,0.390528,0.342285,0.400764,0.368137,0.00976672,0.360921,0.027060547876128
"3078306_NF_22_B_2_S2_L001_R1_001",0.303375,0.291524,0.264174,0.338808,0.312087,0.349141,0.303655,0.00821306,0.308966285714286,0.0265823825438189
"3078307_NF_22_B_14_S14_L001_R1_001",0.339897,0.339476,0.342254,0.382965,0.341722,0.386916,0.355376,0.00868533,0.355515142857143,0.0244302673866414
"3078308_NF_22_B_26_S25_L001_R1_001",0.35642,0.332661,0.325387,0.370457,0.337293,0.397804,0.358103,0.00867881,0.354017857142857,0.0245151757881463
"3078309_NF_22_B_50_S37_L001_R1_001",0.312716,0.323008,0.304175,0.373444,0.316301,0.364026,0.328619,0.00809762,0.331755571428571,0.0244083918926542
"3078310_NF_22_B_38_S49_L001_R1_001",0.314139,0.31062,0.305195,0.361189,0.327015,0.360927,0.331902,0.00823634,0.330141,0.0249479464834722
"3078311_NF_22_B_62_S61_L001_R1_001",0.404346,0.39586,0.3614,0.414848,0.391296,0.432324,0.431371,0.01033,0.404492142857143,0.0255381969277171
"3078312_NF_22_B_74_S72_L001_R1_001",0.384213,0.390585,0.357498,0.425891,0.381423,0.450281,0.398362,0.00927886,0.398321857142857,0.0232948803426375
"3078313_NF_22_B_86_S83_L001_R1_001",0.362479,0.369118,0.366662,0.41707,0.376793,0.414556,0.374081,0.00945249,0.382965571428571,0.0246823492898839
"3078314_NF_22_B_3_S3_L001_R1_001",0.311277,0.287879,0.282348,0.334173,0.309585,0.344839,0.325251,0.00732835,0.313621714285714,0.0233668450435283
"3078315_NF_22_B_15_S15_L001_R1_001",0.340692,0.337254,0.334858,0.377729,0.340072,0.384822,0.33746,0.00826543,0.350412428571429,0.0235877192875171
"3078316_NF_22_B_27_S26_L001_R1_001",0.307008,0.311758,0.294098,0.344805,0.313642,0.356861,0.307211,0.00750222,0.319340428571429,0.0234928600602223
"3078317_NF_22_B_51_S38_L001_R1_001",0.365513,0.35904,0.356197,0.413385,0.355274,0.419654,0.387375,0.00901561,0.379491142857143,0.0237571025561297
"3078318_NF_22_B_39_S50_L001_R1_001",0.512797,0.515361,0.483827,0.553483,0.490632,0.551455,0.517993,0.0113709,0.517935428571429,0.0219542811183302
"3078319_NF_22_B_63_S62_L001_R1_001",0.342082,0.349096,0.339443,0.391868,0.350861,0.392322,0.34008,0.00869464,0.357964571428571,0.0242891076211852
"3078320_NF_22_B_75_S73_L001_R1_001",0.438212,0.437432,0.414051,0.475119,0.44522,0.493039,0.435808,0.0107331,0.448411571428571,0.023935822989148
"3078321_NF_22_B_87_S84_L001_R1_001",0.330871,0.329794,0.339138,0.383445,0.344348,0.398724,0.358955,0.0082787,0.355039285714286,0.0233177012604239
"3078322_NF_22_B_4_S4_L001_R1_001",0.330427,0.327225,0.330811,0.378355,0.344108,0.379073,0.367263,0.00884826,0.351037428571429,0.0252060301262136
"3078323_NF_22_B_16_S16_L001_R1_001",0.350185,0.363203,0.337977,0.405928,0.373734,0.421881,0.368211,0.00903633,0.374445571428571,0.0241325594145096
"3078324_NF_22_B_28_S27_L001_R1_001",0.299399,0.289033,0.293646,0.364041,0.316281,0.358866,0.304012,0.00769099,0.317896857142857,0.0241933502241068
"3078325_NF_22_B_52_S39_L001_R1_001",0.288008,0.293873,0.277557,0.331225,0.299771,0.337505,0.30144,0.0077927,0.304197,0.0256172809067808
"3078326_NF_22_B_40_S51_L001_R1_001",0.270162,0.270325,0.246944,0.300148,0.283468,0.320665,0.269636,0.00734791,0.280192571428571,0.0262244996808318
"3078327_NF_22_B_64_S63_L001_R1_001",0.264165,0.26876,0.252028,0.302326,0.273276,0.305836,0.253048,0.0071617,0.274205571428571,0.0261179959352707
"3078328_NF_22_B_76_S74_L001_R1_001",0.432359,0.405449,0.39623,0.459963,0.420897,0.481137,0.434196,0.0107168,0.432890142857143,0.0247563964595438
"3078329_NF_22_B_88_S85_L001_R1_001",0.371964,0.367418,0.332483,0.410768,0.37202,0.427842,0.385702,0.00965127,0.381171,0.0253200532044673
"3078330_NF_22_B_5_S5_L001_R1_001",0.369268,0.355481,0.347437,0.409862,0.361583,0.406302,0.357474,0.00974344,0.372486714285714,0.0261578188598865
"3078331_NF_22_B_17_S17_L001_R1_001",0.391145,0.383827,0.377313,0.440499,0.381095,0.445895,0.416615,0.00995013,0.405198428571429,0.0245561909879075
"3078332_NF_22_B_29_S28_L001_R1_001",0.400432,0.381317,0.365149,0.442364,0.396642,0.465457,0.405196,0.00958284,0.408079571428571,0.0234827731426329
"3078333_NF_22_B_53_S40_L001_R1_001",0.346888,0.339295,0.352754,0.405974,0.350781,0.427507,0.357466,0.0084421,0.368666428571429,0.0228990202137821
"3078334_NF_22_B_41_S52_L001_R1_001",0.319396,0.319187,0.316747,0.371206,0.341798,0.369623,0.325067,0.00838274,0.337574857142857,0.0248322403835086
"3078335_NF_22_B_65_S64_L001_R1_001",0.359279,0.355099,0.352534,0.408004,0.36855,0.407165,0.381677,0.00888946,0.376044,0.0236394145365968
"3078336_NF_22_B_77_S75_L001_R1_001",0.341068,0.344257,0.350229,0.386463,0.358188,0.415147,0.350615,0.0085338,0.363709571428571,0.0234632263497524
"3078337_NF_22_B_89_S86_L001_R1_001",0.322764,0.32785,0.307029,0.361384,0.325097,0.373382,0.331744,0.00845117,0.335607142857143,0.0251817345961477
"3078338_NF_22_B_6_S6_L001_R1_001",0.336513,0.329085,0.3217,0.364581,0.349333,0.378706,0.355397,0.00764956,0.347902142857143,0.021987677158807
"3078339_NF_22_B_18_S18_L001_R1_001",0.289395,0.297257,0.283129,0.338347,0.304906,0.339834,0.290425,0.00773172,0.306184714285714,0.0252518157806702
"3078340_NF_22_B_30_S29_L001_R1_001",0.316388,0.320905,0.281311,0.354074,0.325872,0.360449,0.333416,0.00884127,0.327487857142857,0.0269972452631831
"3078341_NF_22_B_54_S41_L001_R1_001",0.33364,0.339392,0.318371,0.372411,0.338591,0.393607,0.359542,0.00793841,0.350793428571429,0.0226298708967508
"3078342_NF_22_B_42_S53_L001_R1_001",0.325792,0.339918,0.321391,0.3781,0.348155,0.373456,0.343494,0.00801988,0.347186571428571,0.0230996261376139
"3078343_NF_22_B_66_S65_L001_R1_001",0.400338,0.394248,0.414722,0.453286,0.398327,0.451568,0.405612,0.0111784,0.416871571428571,0.0268149731623408
"3078344_NF_22_B_78_S76_L001_R1_001",0.412488,0.410846,0.395146,0.46288,0.415168,0.477793,0.415543,0.0106305,0.427123428571429,0.0248885902502589
"3078345_NF_22_B_90_S87_L001_R1_001",0.358871,0.340998,0.346826,0.379084,0.335759,0.385277,0.352804,0.00815394,0.357088428571429,0.0228345119796257
"3078346_NF_22_B_7_S7_L001_R1_001",0.384561,0.368785,0.361315,0.42972,0.372659,0.42425,0.405716,0.00980745,0.392429428571429,0.0249916272479929
"3078347_NF_22_B_19_S19_L001_R1_001",0.364518,0.347097,0.342086,0.39494,0.35369,0.397173,0.353882,0.00968479,0.364769428571429,0.026550443215401
"3078348_NF_22_B_31_S30_L001_R1_001",0.349807,0.351951,0.349684,0.38904,0.358325,0.414601,0.355499,0.00945948,0.366986714285714,0.0257760829800378
"3078349_NF_22_B_55_S42_L001_R1_001",0.324235,0.323363,0.308521,0.356661,0.325367,0.368448,0.338068,0.00849237,0.334951857142857,0.0253540018330993
"3078350_NF_22_B_43_S54_L001_R1_001",0.402036,0.386764,0.384505,0.436362,0.387599,0.438657,0.418466,0.00917598,0.407769857142857,0.0225028403626836
"3078351_NF_22_B_67_S66_L001_R1_001",0.33515,0.329633,0.322718,0.383709,0.336057,0.39996,0.321878,0.00821306,0.347015,0.0236677377058629
"3078352_NF_22_B_79_S77_L001_R1_001",0.374498,0.367291,0.359295,0.42311,0.391238,0.431932,0.381525,0.00969898,0.389841285714286,0.0248793043615918
"3078353_NF_22_B_91_S88_L001_R1_001",0.395174,0.395854,0.370308,0.453571,0.411486,0.449921,0.424148,0.00960495,0.414351714285714,0.0231806691485701
"3078354_NF_22_B_8_S8_L001_R1_001",0.348169,0.342351,0.329292,0.392024,0.356074,0.40399,0.368731,0.00913804,0.362947285714286,0.025177320122442
"3078355_NF_22_B_20_S20_L001_R1_001",0.299897,0.308309,0.299856,0.354928,0.323847,0.351877,0.337385,0.00793748,0.325157,0.024411222886175
