"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3019352_R_1450_DIV_22_4_S154_L001_R1_001",0.374117,0.387147,0.36603,0.402381,0.374851,0.430329,0.384156,0.0101622,0.388430142857143,0.0261622332531939
"3019353_R_1890_DIV_22_3_S164_L001_R1_001",0.322324,0.306187,0.306685,0.377121,0.322693,0.370678,0.33217,0.0112249,0.333979714285714,0.0336095263270909
"3019354_R_1972_DIV_22_2_S174_L001_R1_001",0.354434,0.361515,0.350887,0.401569,0.361287,0.422548,0.357066,0.0106093,0.372758,0.0284616292608073
"3019355_R_1084_DIV_22_5_S103_L001_R1_001",0.366921,0.392329,0.360875,0.397113,0.333051,0.408537,0.368467,0.0100598,0.375327571428571,0.0268027205188002
"3019356_R_1185_DIV_22_5_S114_L001_R1_001",0.334472,0.326079,0.30536,0.363045,0.336895,0.396747,0.324237,0.0080776,0.340976428571429,0.023689614070516
"3019357_R_1213_DIV_22_5_S124_L001_R1_001",0.309778,0.292566,0.256707,0.330684,0.301934,0.343642,0.320253,0.00883639,0.307937714285714,0.0286953808840749
"3019358_R_1257_DIV_22_5_S135_L001_R1_001",0.301121,0.299829,0.286933,0.339371,0.306053,0.353148,0.309368,0.00867625,0.313689,0.0276587639349802
"3019359_R_1384_DIV_22_5_S145_L001_R1_001",0.348224,0.355436,0.316452,0.373792,0.325704,0.383102,0.342882,0.010454,0.349370285714286,0.02992240733532
"3019360_R_1450_DIV_22_5_S155_L001_R1_001",0.322462,0.321697,0.31524,0.365996,0.335772,0.384012,0.333704,0.00965988,0.339840428571429,0.0284247522892046
"3019361_R_1890_DIV_22_4_S165_L001_R1_001",0.350573,0.338199,0.319553,0.387213,0.333409,0.409185,0.360491,0.0118476,0.356946142857143,0.0331915619123013
"3019362_R_1972_DIV_22_3_S175_L001_R1_001",0.334131,0.349828,0.317502,0.375182,0.346987,0.397873,0.343151,0.00854451,0.352093428571429,0.0242677349437284
"3019363_R_1084_DIV_22_6_S104_L001_R1_001",0.289364,0.299032,0.299931,0.337953,0.305655,0.337002,0.296111,0.00829662,0.309292571428571,0.0268245045837321
"3019364_R_1185_DIV_22_6_S115_L001_R1_001",0.262215,0.259728,0.246084,0.288948,0.26573,0.30768,0.279711,0.00649881,0.272870857142857,0.0238164312160227
"3019365_LO7_S125_L001_R1_001",0.386744,0.362594,0.335971,0.417739,0.373827,0.411823,0.351234,0.000556755,0.377133142857143,0.00147628234363612
"3019366_R_1572_DIV_22_3_S176_L002_R1_001",0.345987,0.306142,0.322586,0.376849,0.328966,0.386417,0.333985,0.00863575,0.342990285714286,0.0251778267772682
"3019367_R_2229_DIV_22_1_S188_L002_R1_001",0.283123,0.315942,0.283426,0.336939,0.310304,0.338077,0.310816,0.00930935,0.311232428571429,0.0299112468540966
"3019368_R_1090_DIV_22_3_S200_L002_R1_001",0.290869,0.301274,0.285775,0.33722,0.290308,0.349252,0.304031,0.00902818,0.308389857142857,0.0292752170374327
"3019369_R_2082_DIV_22_1_S212_L002_R1_001",0.228896,0.225439,0.205673,0.249959,0.237427,0.260522,0.2284,0.00735535,0.233759428571429,0.0314654687725354
"3019370_R_2596_DIV_22_2_S224_L002_R1_001",0.295649,0.292216,0.271729,0.320435,0.284101,0.333091,0.289711,0.0103479,0.298133142857143,0.0347089890806217
"3019371_R_2863_DIV_22_3_S236_L002_R1_001",0.340638,0.363579,0.352264,0.392005,0.355414,0.404675,0.358003,0.0123957,0.366654,0.033807622445139
"3019373_R_2606_DIV_22_1_S258_L002_R1_001",0.298805,0.296207,0.285182,0.334531,0.301609,0.347365,0.306961,0.0132783,0.310094285714286,0.042820202150498
"3019374_R_1972_DIV_22_5_S177_L002_R1_001",0.00324643,0.00345484,0.00279894,0.00373582,0.00368659,0.00372113,0.00332806,7.33185e-05,0.00342454428571429,0.021409709988524
"3019375_R_2229_DIV_22_4_S189_L002_R1_001",0.274985,0.28716,0.279629,0.308571,0.288415,0.330764,0.28052,0.00795261,0.292863428571429,0.0271546708265774
"3019376_R_1090_DIV_22_4_S201_L002_R1_001",0.295839,0.295857,0.275554,0.333582,0.299433,0.340681,0.300502,0.00963265,0.305921142857143,0.0314873627564153
"3019377_R_2082_DIV_22_2_S213_L002_R1_001",0.325151,0.320528,0.292991,0.360392,0.329473,0.387758,0.334055,0.00905145,0.335764,0.0269577739126291
"3019378_R_2596_DIV_22_4_S225_L002_R1_001",0.266216,0.280385,0.254204,0.303523,0.284101,0.313409,0.281826,0.00984725,0.283380571428571,0.0347492065188459
"3019379_R_2863_DIV_22_5_S237_L002_R1_001",0.349,0.360395,0.343812,0.369829,0.339602,0.411984,0.359833,0.0125684,0.362065,0.0347131040006629
"3019380_R_1572_DIV_22_5_S248_L002_R1_001",0.328498,0.331273,0.320743,0.381993,0.359346,0.394434,0.349654,0.00827405,0.352277285714286,0.0234873218783418
"3019381_R_2606_DIV_22_3_S259_L002_R1_001",0.327419,0.339195,0.317869,0.381283,0.329051,0.386113,0.334882,0.0124278,0.345116,0.0360105008171166
"3019382_R_1972_DIV_22_6_S178_L002_R1_001",0.286654,0.272992,0.267941,0.320322,0.285068,0.335649,0.2909,0.00913036,0.294218,0.0310326356647112
"3019383_R_2229_DIV_22_5_S190_L002_R1_001",0.29495,0.299009,0.294531,0.331117,0.308572,0.340251,0.299729,0.00808505,0.309737,0.0261029518591579
"3019384_R_1090_DIV_22_5_S202_L002_R1_001",0.279269,0.279105,0.271817,0.310841,0.278963,0.331084,0.279081,0.00788022,0.290022857142857,0.027171030854711
"3019385_R_2082_DIV_22_4_S214_L002_R1_001",0.1999,0.203096,0.173138,0.213778,0.206461,0.229863,0.196176,0.0060852,0.203201714285714,0.0299465977508626
"3019386_R_2596_DIV_22_5_S226_L002_R1_001",0.309993,0.306451,0.299646,0.333503,0.309675,0.356738,0.300972,0.0108604,0.316711142857143,0.034291183764566
"3019387_R_2863_DIV_22_6_S238_L002_R1_001",0.31512,0.317328,0.309235,0.359674,0.308557,0.358301,0.321053,0.0114894,0.327038285714286,0.0351316665414447
"3019388_R_1133_DIV_22_1_S249_L002_R1_001",0.348511,0.320408,0.322236,0.389915,0.349453,0.389455,0.358084,0.0104464,0.354008857142857,0.0295088662027019
"3019389_R_2606_DIV_22_4_S260_L002_R1_001",0.268671,0.272044,0.25483,0.303112,0.272811,0.313679,0.261809,0.0105073,0.278136571428571,0.0377774844423808
"3019390_R_1987_DIV_22_1_S179_L002_R1_001",0.309646,0.309443,0.288517,0.338942,0.293461,0.353263,0.3107,0.00811437,0.314853142857143,0.0257719199699452
"3019391_R_2596_DIV_22_1_S191_L002_R1_001",0.347286,0.335746,0.313972,0.384171,0.34377,0.378131,0.34897,0.0125766,0.350292285714286,0.0359031600549092
"3019392_R_1572_DIV_22_4_S203_L002_R1_001",0.272801,0.277059,0.260094,0.325873,0.293323,0.316522,0.283349,0.0076193,0.289860142857143,0.0262861251805674
"3019393_R_2082_DIV_22_6_S215_L002_R1_001",0.289402,0.295935,0.283861,0.336338,0.294367,0.348475,0.305095,0.00931284,0.307639,0.0302719746196028
"3019394_R_2596_DIV_22_6_S227_L002_R1_001",0.25502,0.254081,0.240343,0.281271,0.251266,0.291095,0.258045,0.0101051,0.261588714285714,0.0386297246331619
"3019395_R_2859_DIV_22_1_S239_L002_R1_001",0.320508,0.293391,0.267039,0.378219,0.312195,0.336133,0.297426,0.0181232,0.314987285714286,0.0575362905804361
"3019396_R_1133_DIV_22_2_S250_L002_R1_001",0.33073,0.323961,0.304761,0.36323,0.336822,0.356465,0.341818,0.0107189,0.336826714285714,0.0318231884389896
"3019397_R_2420_DIV_22_1_S261_L002_R1_001",0.330385,0.331084,0.339324,0.366153,0.33755,0.394324,0.344913,0.00882708,0.349104714285714,0.0252849063297832
"3019398_R_1987_DIV_22_2_S180_L002_R1_001",0.22485,0.220046,0.195922,0.238917,0.217274,0.25031,0.225214,0.00771962,0.224647571428571,0.0343632470669932
"3019399_R_2302_DIV_22_2_S192_L002_R1_001",0.385145,0.381399,0.362378,0.474623,0.382138,0.453025,0.404915,0.00523121,0.406231857142857,0.0128773997115651
"3019400_R_875_DIV_22_1_S204_L002_R1_001",0.221082,0.23142,0.211611,0.258338,0.243877,0.261071,0.23139,0.00648135,0.236969857142857,0.0273509469860241
"3019401_R_2136_DIV_22_2_S216_L002_R1_001",0.295478,0.288653,0.28083,0.323558,0.285705,0.322078,0.302415,0.00845234,0.299816714285714,0.0281916904470684
"3019402_R_2302_DIV_22_1_S228_L002_R1_001",0.38356,0.346976,0.347797,0.414426,0.352733,0.403726,0.409717,0.00587362,0.379847857142857,0.015463085784346
"3019403_R_2859_DIV_22_2_S240_L002_R1_001",0.327167,0.303688,0.257371,0.34089,0.310939,0.330538,0.301128,0.0191187,0.310245857142857,0.0616243522993976
"3019404_R_1139_DIV_22_1_S251_L002_R1_001",0.359289,0.375405,0.334325,0.382147,0.356374,0.397758,0.355507,0.0081458,0.365829285714286,0.0222666700510191
"3019405_R_1423_DIV_22_1_S262_L002_R1_001",0.30019,0.303125,0.277258,0.328175,0.304311,0.346325,0.302323,0.00837343,0.308815285714286,0.0271146876056746
"3019406_R_1987_DIV_22_3_S181_L002_R1_001",0.326341,0.324528,0.299891,0.366829,0.328049,0.370454,0.333284,0.00877913,0.335625142857143,0.0261575456631889
"3019407_R_2302_DIV_22_5_S193_L002_R1_001",0.279051,0.31019,0.232805,0.34173,0.30715,0.310943,0.309353,0.00463,0.298746,0.0154981154559392
"3019408_R_875_DIV_22_2_S205_L002_R1_001",0.240091,0.252942,0.227307,0.277829,0.264625,0.288408,0.251438,0.00688705,0.25752,0.0267437480584032
"3019409_R_2136_DIV_22_3_S217_L002_R1_001",0.284609,0.286284,0.280301,0.317976,0.296874,0.324926,0.292363,0.132939,0.297619,0.446675111468018
"3019410_R_2302_DIV_22_3_S229_L002_R1_001",0.348514,0.36885,0.318653,0.412411,0.339478,0.402068,0.391578,0.00798217,0.368793142857143,0.021644030412713
"3019411_R_2859_DIV_22_4_S241_L002_R1_001",0.323168,0.306732,0.2673,0.349514,0.310171,0.33074,0.301769,0.0191068,0.312770571428571,0.0610888675131109
"3019412_R_1139_DIV_22_5_S252_L002_R1_001",0.362435,0.364097,0.361625,0.405905,0.36465,0.426975,0.389992,0.00861899,0.382239857142857,0.0225486427931004
"3019413_R_1423_DIV_22_2_S263_L002_R1_001",0.313386,0.319852,0.310538,0.355459,0.31667,0.375049,0.329163,0.00862644,0.331445285714286,0.0260267391687574
"3019414_R_1987_DIV_22_4_S182_L002_R1_001",0.285214,0.288601,0.271439,0.318045,0.288835,0.33741,0.296828,0.00852705,0.298053142857143,0.0286091598238473
"3019415_R_2413_DIV_22_1_S194_L002_R1_001",0.29279,0.293272,0.283416,0.329269,0.296668,0.332662,0.296234,0.00813509,0.303473,0.0268066351866558
"3019416_R_875_DIV_22_3_S206_L002_R1_001",0.32126,0.32663,0.30472,0.362044,0.336233,0.368417,0.33861,0.00948787,0.336844857142857,0.0281668839491177
"3019417_R_2136_DIV_22_4_S218_L002_R1_001",0.32185,0.319675,0.301534,0.358541,0.327709,0.379241,0.336234,0.00960821,0.334969142857143,0.0286838659765676
"3019418_R_2302_DIV_22_4_S230_L002_R1_001",0.317324,0.372406,0.32231,0.379502,0.366764,0.383511,0.366856,0.0349554,0.358381857142857,0.0975367455224336
"3019419_R_2859_DIV_22_5_S242_L002_R1_001",0.271975,0.260716,0.206763,0.288499,0.264625,0.276495,0.256185,0.0146483,0.260751142857143,0.0561773184941526
"3019420_R_18_DIV_22_1_S253_L002_R1_001",0.322118,0.322113,0.295043,0.357585,0.327825,0.388759,0.314932,0.0083455,0.332625,0.0250898158586997
"3019421_R_1423_DIV_22_4_S264_L002_R1_001",0.334782,0.341297,0.32775,0.388771,0.343602,0.40099,0.361017,0.00984073,0.356887,0.0275737978687932
"3019422_R_1987_DIV_22_5_S183_L002_R1_001",0.343778,0.349138,0.33025,0.381703,0.347174,0.406488,0.344183,0.00961729,0.357530571428571,0.026899210217388
"3019423_R_2413_DIV_22_2_S195_L002_R1_001",0.317808,0.312082,0.305096,0.346278,0.312313,0.359906,0.325709,0.00816931,0.325598857142857,0.0250901064938803
"3019424_R_1850_DIV_22_1_S207_L002_R1_001",0.258214,0.268177,0.227453,0.268028,0.255097,0.282866,0.248448,0.00659075,0.258326142857143,0.0255132907846836
"3019425_R_2136_DIV_22_5_S219_L002_R1_001",0.298106,0.298922,0.274424,0.319413,0.306212,0.328869,0.303948,0.0981497,0.304270571428571,0.322573752496603
"3019426_R_2302_DIV_22_6_S231_L002_R1_001",0.385776,0.34842,0.325685,0.421547,0.370068,0.393,0.359904,0.00634193,0.372057142857143,0.0170455805559822
"3019427_R_1090_DIV_22_1_S243_L002_R1_001",0.380891,0.382913,0.375088,0.431715,0.371229,0.439285,0.386837,0.0109161,0.395422571428571,0.0276061630992956
"3019428_R_18_DIV_22_2_S254_L002_R1_001",0.337256,0.324013,0.315541,0.380556,0.347605,0.368868,0.349703,0.00936475,0.346220285714286,0.0270485306217099
"3019429_R_253_DIV_22_2_S265_L002_R1_001",0.300644,0.282606,0.265087,0.319961,0.292744,0.314303,0.286929,0.00900141,0.294610571428571,0.0305535879325444
"3019430_R_1987_DIV_22_6_S184_L002_R1_001",0.327735,0.308669,0.310537,0.349941,0.330685,0.372861,0.315551,0.00846467,0.330854142857143,0.0255842950216733
"3019431_R_2413_DIV_22_3_S196_L002_R1_001",0.315148,0.329197,0.313032,0.359746,0.313682,0.357323,0.316812,0.0078467,0.329277142857143,0.0238300780063689
"3019432_R_2743_DIV_22_2_S208_L002_R1_001",0.286989,0.284155,0.260913,0.316286,0.28755,0.338277,0.287294,0.0114328,0.294494857142857,0.0388217305759402
"3019433_R_2136_DIV_22_6_S220_L002_R1_001",0.302859,0.295486,0.270216,0.31823,0.297559,0.322229,0.295505,0.00834992,0.300297714285714,0.027805473044845
"3019434_R_2413_DIV_22_5_S232_L002_R1_001",0.336672,0.340523,0.321488,0.386277,0.334507,0.387082,0.348483,0.00884337,0.350718857142857,0.0252149829411592
"3019435_R_1090_DIV_22_6_S244_L002_R1_001",0.330231,0.325841,0.315214,0.375867,0.325906,0.377408,0.329772,0.0108204,0.340034142857143,0.0318215103609343
"3019436_R_1850_DIV_22_2_S255_L002_R1_001",0.36738,0.377907,0.344301,0.419296,0.360346,0.401312,0.363991,0.00945296,0.376361857142857,0.0251166791230172
"3019437_R_687_DIV_22_1_S266_L002_R1_001",0.262561,0.259146,0.24159,0.291152,0.265748,0.294509,0.269135,0.00790163,0.269120142857143,0.0293609757936047
"3019438_R_2082_DIV_22_3_S185_L002_R1_001",0.330378,0.339934,0.292116,0.382633,0.329644,0.385764,0.35262,0.0102211,0.344727,0.0296498388579949
"3019439_R_2413_DIV_22_4_S197_L002_R1_001",0.341849,0.366883,0.334113,0.393865,0.352922,0.405448,0.395253,0.00892437,0.370047571428571,0.0241168181851523
"3019440_R_2606_DIV_22_5_S209_L002_R1_001",0.302607,0.299394,0.276897,0.330971,0.292597,0.34034,0.297619,0.0100819,0.305775,0.0329716294661107
"3019441_R_2229_DIV_22_2_S221_L002_R1_001",0.29464,0.291996,0.283132,0.321587,0.311443,0.340019,0.285128,0.00986122,0.303992142857143,0.0324390620998193
"3019442_R_2413_DIV_22_6_S233_L002_R1_001",0.329008,0.323185,0.302852,0.352704,0.325578,0.37144,0.321506,0.00834643,0.332324714285714,0.0251152852653149
"3019443_R_1572_DIV_22_1_S245_L002_R1_001",0.330444,0.328279,0.298414,0.339978,0.322145,0.372735,0.333751,0.00772171,0.332249428571429,0.0232407021231037
"3019444_R_1850_DIV_22_3_S256_L002_R1_001",0.319033,0.338012,0.301678,0.347741,0.3119,0.363467,0.31774,0.00801219,0.328510142857143,0.0243894752542974
"3019445_R_779_DIV_22_3_S267_L002_R1_001",0.313922,0.313786,0.303069,0.33705,0.312816,0.369907,0.318763,0.00989846,0.324187571428571,0.0305331261046845
"3019446_R_2082_DIV_22_5_S186_L002_R1_001",0.329123,0.331749,0.339882,0.369077,0.331916,0.374941,0.332887,0.00947368,0.344225,0.0275217662865858
"3019447_R_2863_DIV_22_4_S198_L002_R1_001",0.30342,0.306509,0.284163,0.326946,0.292101,0.338846,0.302237,0.0117796,0.307746,0.0382770206598948
"3019448_R_2581_DIV_22_1_S210_L002_R1_001",0.317133,0.298446,0.297295,0.344204,0.322031,0.375926,0.306316,0.0116192,0.323050142857143,0.0359671718366587
"3019449_R_2229_DIV_22_3_S222_L002_R1_001",0.304555,0.312151,0.29541,0.350696,0.31328,0.347841,0.309977,0.00951022,0.31913,0.0298004574938113
"3019450_R_2863_DIV_22_1_S234_L002_R1_001",0.360678,0.377229,0.360398,0.412958,0.34385,0.411082,0.372193,0.0123636,0.376912571428571,0.0328023020116829
"3019451_R_1572_DIV_22_2_S246_L002_R1_001",0.35374,0.347262,0.336522,0.406262,0.347222,0.402187,0.352094,0.00830337,0.363612714285714,0.0228357526394842
"3019452_R_2743_DIV_22_4_S257_L002_R1_001",0.34818,0.348705,0.326383,0.377998,0.339775,0.403818,0.342062,0.012695,0.355274428571429,0.0357329404512648
"3019453_R_788_DIV_22_1_S268_L002_R1_001",0.284317,0.288552,0.263488,0.313211,0.287616,0.327333,0.293583,0.00967664,0.294014285714286,0.0329121422671396
"3019454_R_2136_DIV_22_1_S187_L002_R1_001",0.32118,0.320002,0.292574,0.35577,0.314979,0.373734,0.322121,0.00837157,0.328622857142857,0.0254747039593803
"3019455_R_1090_DIV_22_2_S199_L002_R1_001",0.347983,0.308239,0.293601,0.357203,0.311546,0.354925,0.305352,0.00984027,0.325549857142857,0.0302266144005153
"3019456_R_1423_DIV_22_3_S211_L002_R1_001",0.347329,0.340823,0.324451,0.364499,0.350374,0.403324,0.350882,0.00897162,0.354526,0.0253059578140954
"3019457_R_2229_DIV_22_6_S223_L002_R1_001",0.353697,0.35465,0.347121,0.404905,0.366801,0.400886,0.362877,0.0098952,0.370133857142857,0.0267341120220214
"3019458_R_2863_DIV_22_2_S235_L002_R1_001",0.342791,0.341279,0.315627,0.378379,0.333159,0.385233,0.337946,0.0121017,0.347773428571429,0.0347976556165057
"3019459_LO7_S247_L002_R1_001",0.409908,0.387523,0.357814,0.445336,0.394066,0.439314,0.371606,0.000501591,0.400795285714286,0.00125148927115268
"3019462_R_687_DIV_22_5_S269_L002_R1_001",0.249204,0.238008,0.225116,0.265562,0.248513,0.271047,0.249618,0.00649462,0.249581142857143,0.0260220781331923
"3019463_R_687_DIV_22_4_S280_L002_R1_001",0.211059,0.206125,0.190654,0.236452,0.214834,0.23488,0.20175,0.00653651,0.213679142857143,0.0305903042880046
"3019464_R_783_DIV_22_5_S290_L002_R1_001",0.327984,0.33889,0.314483,0.378525,0.323392,0.406964,0.337314,0.0114251,0.346793142857143,0.0329449997363599
"3019465_R_1001_DIV_22_5_S301_L002_R1_001",0.370011,0.378047,0.353797,0.416889,0.364503,0.417536,0.375068,0.0124434,0.382264428571429,0.032551812488812
"3019466_R_1091_DIV_22_5_S311_L002_R1_001",0.248985,0.235362,0.222695,0.273577,0.251709,0.279874,0.244026,0.00672086,0.250889714285714,0.0267881049613148
"3019467_R_2434_DIV_22_5_S321_L002_R1_001",0.246273,0.253341,0.23949,0.273919,0.25048,0.296866,0.247524,0.010181,0.258270428571429,0.0394199214223408
"3019468_R_1213_DIV_22_6_S331_L002_R1_001",0.312207,0.327548,0.327239,0.357264,0.325134,0.390097,0.331289,0.00861992,0.338682571428571,0.0254513244175541
"3019469_R_1429_DIV_22_1_S341_L002_R1_001",0.326324,0.322112,0.312414,0.371821,0.326274,0.372853,0.321477,0.00936917,0.336182142857143,0.0278693267892618
"3019470_R_788_DIV_22_2_S270_L002_R1_001",0.259977,0.262068,0.23946,0.289472,0.271954,0.302261,0.258001,0.00989985,0.269027571428571,0.0367986446423707
"3019472_R_783_DIV_22_6_S291_L002_R1_001",0.328632,0.318393,0.301798,0.35686,0.300617,0.363036,0.330358,0.0113867,0.328527714285714,0.0346597851714185
"3019473_R_1001_DIV_22_6_S302_L002_R1_001",0.325425,0.324055,0.300783,0.349767,0.328025,0.37899,0.328447,0.0097311,0.333641714285714,0.0291663169901674
"3019474_R_1091_DIV_22_6_S312_L002_R1_001",0.250643,0.240798,0.226395,0.278611,0.258951,0.279886,0.237377,0.00699202,0.253237285714286,0.0276105470814781
"3019475_R_2434_DIV_22_6_S322_L002_R1_001",0.260313,0.265013,0.244309,0.297654,0.262568,0.300645,0.274442,0.00940687,0.272134857142857,0.0345669426502826
"3019476_R_1257_DIV_22_6_S332_L002_R1_001",0.296771,0.299343,0.274975,0.317385,0.295207,0.325082,0.287876,0.00938174,0.299519857142857,0.0313225977385711
"3019477_R_1001_DIV_22_3_S342_L002_R1_001",0.286186,0.285196,0.268308,0.326425,0.287741,0.338936,0.293005,0.0100446,0.297971,0.0337099919119646
"3019478_R_788_DIV_22_4_S271_L002_R1_001",0.246051,0.251024,0.220687,0.259442,0.247859,0.291351,0.250248,0.00858291,0.252380285714286,0.0340078464358208
"3019479_R_687_DIV_22_6_S281_L002_R1_001",0.284887,0.267366,0.259152,0.293068,0.287427,0.313373,0.277147,0.00720686,0.283202857142857,0.0254476952411699
"3019480_R_864_DIV_22_1_S292_L002_R1_001",0.267713,0.273638,0.241956,0.292622,0.268514,0.308502,0.260923,0.00929236,0.273409714285714,0.0339869416281583
"3019481_R_1022_DIV_22_1_S303_L002_R1_001",0.314946,0.314965,0.295304,0.345726,0.315054,0.354382,0.317225,0.0102725,0.322514571428571,0.031851274050962
"3019482_R_1112_DIV_22_1_S313_L002_R1_001",0.281044,0.283755,0.256132,0.310397,0.286836,0.330451,0.290574,0.00760883,0.291312714285714,0.0261191140203287
"3019483_R_2449_DIV_22_1_S323_L002_R1_001",0.321835,0.330014,0.306087,0.366791,0.33277,0.3911,0.337344,0.011376,0.340848714285714,0.0333755109619224
"3019484_R_1384_DIV_22_6_S333_L002_R1_001",0.320239,0.315891,0.300245,0.344914,0.327563,0.358089,0.302031,0.00904703,0.324138857142857,0.0279109702543707
"3019485_R_1091_DIV_22_3_S343_L002_R1_001",0.32292,0.316907,0.289815,0.348003,0.302731,0.359778,0.316699,0.00832758,0.322407571428571,0.0258293561875762
"3019486_R_788_DIV_22_5_S272_L002_R1_001",0.283372,0.273126,0.257534,0.299696,0.281053,0.326409,0.282335,0.00984725,0.286217857142857,0.0344047366516515
"3019487_R_779_DIV_22_1_S282_L002_R1_001",0.299645,0.303504,0.276224,0.333567,0.30576,0.355299,0.320254,0.0102522,0.313464714285714,0.0327060735475809
"3019488_R_864_DIV_22_2_S293_L002_R1_001",0.277726,0.27952,0.257304,0.315891,0.282399,0.321927,0.275799,0.00893461,0.287223714285714,0.0311067977872897
"3019489_R_1022_DIV_22_2_S304_L002_R1_001",0.283621,0.274901,0.258922,0.298458,0.268589,0.317774,0.273565,0.00894974,0.282261428571429,0.0317072723867944
"3019490_R_1112_DIV_22_2_S314_L002_R1_001",0.25357,0.24243,0.22067,0.281208,0.25719,0.299886,0.26894,0.00841929,0.260556285714286,0.0323127495347866
"3019491_R_2449_DIV_22_2_S324_L002_R1_001",0.316384,0.318349,0.295492,0.354183,0.316573,0.364351,0.3226,0.0104794,0.326847428571429,0.0320620542918234
"3019492_R_1450_DIV_22_6_S334_L002_R1_001",0.290064,0.284798,0.264699,0.321119,0.29261,0.33333,0.28855,0.00888201,0.296452857142857,0.0299609525966547
"3019493_R_2434_DIV_22_3_S344_L002_R1_001",0.323106,0.310542,0.296397,0.353827,0.318869,0.36634,0.316739,0.0109652,0.326545714285714,0.0335793719540471
"3019494_R_788_DIV_22_6_S273_L002_R1_001",0.265776,0.272091,0.251501,0.295879,0.267723,0.320891,0.27055,0.0103228,0.277773,0.0371627191987702
"3019495_R_779_DIV_22_2_S283_L002_R1_001",0.291351,0.278731,0.250657,0.315987,0.287183,0.337528,0.303052,0.0099201,0.294927,0.0336357810576855
"3019496_R_864_DIV_22_3_S294_L002_R1_001",0.29864,0.299509,0.279991,0.334477,0.292383,0.354212,0.305723,0.0106142,0.309276428571429,0.0343194599375963
"3019497_R_1022_DIV_22_3_S305_L002_R1_001",0.274031,0.272318,0.247652,0.299098,0.27004,0.308633,0.277585,0.0101021,0.278479571428571,0.0362759104668873
"3019498_R_1112_DIV_22_3_S315_L002_R1_001",0.308179,0.29889,0.294232,0.344446,0.308485,0.350148,0.318327,0.00835761,0.317529571428571,0.0263207296328306
"3019499_R_2449_DIV_22_3_S325_L002_R1_001",0.300348,0.288702,0.27519,0.326017,0.296487,0.342365,0.298516,0.0100241,0.303946428571429,0.032979824922155
"3019500_R_1890_DIV_22_5_S335_L002_R1_001",0.334352,0.351414,0.334039,0.404415,0.32466,0.372978,0.334039,0.0122419,0.350842428571429,0.0348928721359243
"3019501_R_1112_DIV_22_5_S345_L002_R1_001",0.2657,0.277469,0.237733,0.295824,0.268297,0.291577,0.274798,0.00731695,0.273056857142857,0.0267964338144123
"3019502_R_253_DIV_22_1_S274_L002_R1_001",0.304463,0.308301,0.288527,0.354917,0.312182,0.362051,0.310984,0.0106405,0.320203571428571,0.033230422610616
"3019503_R_779_DIV_22_4_S284_L002_R1_001",0.311468,0.312783,0.299756,0.351698,0.303668,0.373349,0.324106,0.010391,0.325261142857143,0.031946638042048
"3019504_R_864_DIV_22_4_S295_L002_R1_001",0.376062,0.316187,0.287349,0.349238,0.314689,0.36443,0.299287,0.0107825,0.329606,0.0327133001219638
"3019505_R_1022_DIV_22_4_S306_L002_R1_001",0.292225,0.285644,0.277184,0.314328,0.292283,0.314561,0.288132,0.00918692,0.294908142857143,0.0311518017474691
"3019506_R_1112_DIV_22_4_S316_L002_R1_001",0.304412,0.300491,0.278425,0.327551,0.316121,0.35443,0.30301,0.00773172,0.312062857142857,0.0247761623116222
"3019507_R_2449_DIV_22_4_S326_L002_R1_001",0.297494,0.297305,0.278919,0.334098,0.303845,0.348156,0.306636,0.0101582,0.309493285714286,0.0328220367577787
"3019508_R_1972_DIV_22_4_S336_L002_R1_001",0.326476,0.325773,0.317359,0.38278,0.335873,0.36348,0.329786,0.0108421,0.340218142857143,0.0318680829568592
"3019509_R_687_DIV_22_3_S346_L002_R1_001",0.290966,0.27492,0.263123,0.306443,0.292396,0.322125,0.28654,0.00794446,0.290930428571429,0.0273070783245675
"3019510_R_253_DIV_22_3_S275_L002_R1_001",0.320388,0.311325,0.282153,0.36892,0.306778,0.363413,0.322822,0.0115741,0.325114142857143,0.0356001123122033
"3019511_R_779_DIV_22_5_S285_L002_R1_001",0.338107,0.323856,0.301957,0.352032,0.318654,0.374382,0.318658,0.0097453,0.332520857142857,0.0293073345345469
"3019512_R_864_DIV_22_5_S296_L002_R1_001",0.285274,0.288097,0.257126,0.304069,0.287193,0.323149,0.285784,0.00993244,0.290098857142857,0.0342381217831163
"3019513_R_1022_DIV_22_5_S307_L002_R1_001",0.352436,0.354632,0.33025,0.38334,0.339864,0.40626,0.353258,0.0116283,0.360005714285714,0.0323003206298313
"3019514_R_1112_DIV_22_5_S317_L002_R1_001",0.300966,0.303877,0.265306,0.33323,0.302069,0.334659,0.304615,0.00909451,0.306388857142857,0.0296829006276804
"3019515_R_2449_DIV_22_5_S327_L002_R1_001",0.298725,0.307658,0.283447,0.332533,0.304788,0.351115,0.312133,0.00974251,0.312914142857143,0.0311347704231056
"3019516_R_1148_DIV_22_1_S337_L002_R1_001",0.321245,0.342547,0.323264,0.369692,0.329661,0.388703,0.341961,0.0121183,0.345296142857143,0.0350953818937202
