GO	gene_id
GO:0046983	S.CEREALE.LO7.r2.2RG00104770
GO:0046983	S.CEREALE.LO7.r2.2RG00105020
GO:0000272	S.CEREALE.LO7.r2.2RG00105030
GO:0016161	S.CEREALE.LO7.r2.2RG00105030
GO:0005515	S.CEREALE.LO7.r2.2RG00105040
GO:0006812	S.CEREALE.LO7.r2.2RG00105050
GO:0015297	S.CEREALE.LO7.r2.2RG00105050
GO:0016020	S.CEREALE.LO7.r2.2RG00105050
GO:0055085	S.CEREALE.LO7.r2.2RG00105050
GO:1902600	S.CEREALE.LO7.r2.2RG00105050
GO:0006814	S.CEREALE.LO7.r2.2RG00105050
GO:0006885	S.CEREALE.LO7.r2.2RG00105050
GO:0015385	S.CEREALE.LO7.r2.2RG00105050
GO:0003779	S.CEREALE.LO7.r2.2RG00105090
GO:0006801	S.CEREALE.LO7.r2.2RG00105100
GO:0046872	S.CEREALE.LO7.r2.2RG00105100
GO:0005515	S.CEREALE.LO7.r2.2RG00105130
GO:0005515	S.CEREALE.LO7.r2.2RG00105150
GO:0005515	S.CEREALE.LO7.r2.2RG00105160
GO:0005515	S.CEREALE.LO7.r2.2RG00105180
GO:0005515	S.CEREALE.LO7.r2.2RG00105200
GO:0005515	S.CEREALE.LO7.r2.2RG00105240
GO:0005515	S.CEREALE.LO7.r2.2RG00105270
GO:0005515	S.CEREALE.LO7.r2.2RG00105300
GO:0005515	S.CEREALE.LO7.r2.2RG00105310
GO:0005515	S.CEREALE.LO7.r2.2RG00105320
GO:0005515	S.CEREALE.LO7.r2.2RG00105330
GO:0004672	S.CEREALE.LO7.r2.2RG00105340
GO:0006468	S.CEREALE.LO7.r2.2RG00105340
GO:0004672	S.CEREALE.LO7.r2.2RG00105350
GO:0006468	S.CEREALE.LO7.r2.2RG00105350
GO:0005515	S.CEREALE.LO7.r2.2RG00105360
GO:0004672	S.CEREALE.LO7.r2.2RG00105370
GO:0005524	S.CEREALE.LO7.r2.2RG00105370
GO:0006468	S.CEREALE.LO7.r2.2RG00105370
GO:0004672	S.CEREALE.LO7.r2.2RG00105390
GO:0006468	S.CEREALE.LO7.r2.2RG00105390
GO:0005515	S.CEREALE.LO7.r2.2RG00105440
GO:0005515	S.CEREALE.LO7.r2.2RG00105550
GO:0004553	S.CEREALE.LO7.r2.2RG00105770
GO:0005975	S.CEREALE.LO7.r2.2RG00105770
GO:0016798	S.CEREALE.LO7.r2.2RG00105770
GO:0008270	S.CEREALE.LO7.r2.2RG00105800
GO:0003676	S.CEREALE.LO7.r2.2RG00105810
GO:0003676	S.CEREALE.LO7.r2.2RG00105830
GO:0008270	S.CEREALE.LO7.r2.2RG00105830
GO:0005515	S.CEREALE.LO7.r2.2RG00105910
GO:0016491	S.CEREALE.LO7.r2.2RG00105950
GO:0050660	S.CEREALE.LO7.r2.2RG00105950
GO:0003677	S.CEREALE.LO7.r2.2RG00106030
GO:0046983	S.CEREALE.LO7.r2.2RG00106030
GO:0004497	S.CEREALE.LO7.r2.2RG00106040
GO:0005506	S.CEREALE.LO7.r2.2RG00106040
GO:0016705	S.CEREALE.LO7.r2.2RG00106040
GO:0020037	S.CEREALE.LO7.r2.2RG00106040
GO:0004497	S.CEREALE.LO7.r2.2RG00106050
GO:0005506	S.CEREALE.LO7.r2.2RG00106050
GO:0016705	S.CEREALE.LO7.r2.2RG00106050
GO:0020037	S.CEREALE.LO7.r2.2RG00106050
GO:0016020	S.CEREALE.LO7.r2.2RG00106070
GO:0016760	S.CEREALE.LO7.r2.2RG00106070
GO:0030244	S.CEREALE.LO7.r2.2RG00106070
GO:0016491	S.CEREALE.LO7.r2.2RG00106080
GO:0050660	S.CEREALE.LO7.r2.2RG00106080
GO:0050660	S.CEREALE.LO7.r2.2RG00106090
GO:2001070	S.CEREALE.LO7.r2.2RG00106120
GO:0004134	S.CEREALE.LO7.r2.2RG00106120
GO:0005975	S.CEREALE.LO7.r2.2RG00106120
GO:0030246	S.CEREALE.LO7.r2.2RG00106120
GO:0003333	S.CEREALE.LO7.r2.2RG00106130
GO:0008270	S.CEREALE.LO7.r2.2RG00106140
GO:0016491	S.CEREALE.LO7.r2.2RG00106160
GO:0003955	S.CEREALE.LO7.r2.2RG00106160
GO:0010181	S.CEREALE.LO7.r2.2RG00106160
GO:0006508	S.CEREALE.LO7.r2.2RG00106180
GO:0005515	S.CEREALE.LO7.r2.2RG00106180
GO:0005515	S.CEREALE.LO7.r2.2RG00106190
GO:0006508	S.CEREALE.LO7.r2.2RG00106200
GO:0005515	S.CEREALE.LO7.r2.2RG00106210
GO:0006508	S.CEREALE.LO7.r2.2RG00106220
GO:0005515	S.CEREALE.LO7.r2.2RG00106230
GO:0005515	S.CEREALE.LO7.r2.2RG00106240
GO:0003676	S.CEREALE.LO7.r2.2RG00106300
GO:0003723	S.CEREALE.LO7.r2.2RG00106300
GO:0003676	S.CEREALE.LO7.r2.2RG00106310
GO:0003723	S.CEREALE.LO7.r2.2RG00106310
GO:0003677	S.CEREALE.LO7.r2.2RG00106320
GO:0003677	S.CEREALE.LO7.r2.2RG00106370
GO:0046983	S.CEREALE.LO7.r2.2RG00106370
GO:0003677	S.CEREALE.LO7.r2.2RG00106380
GO:0046983	S.CEREALE.LO7.r2.2RG00106380
GO:0003677	S.CEREALE.LO7.r2.2RG00106400
GO:0046983	S.CEREALE.LO7.r2.2RG00106400
GO:0004497	S.CEREALE.LO7.r2.2RG00106420
GO:0005506	S.CEREALE.LO7.r2.2RG00106420
GO:0016705	S.CEREALE.LO7.r2.2RG00106420
GO:0020037	S.CEREALE.LO7.r2.2RG00106420
GO:0003677	S.CEREALE.LO7.r2.2RG00106430
GO:0046983	S.CEREALE.LO7.r2.2RG00106430
GO:0003746	S.CEREALE.LO7.r2.2RG00106440
GO:0006414	S.CEREALE.LO7.r2.2RG00106440
GO:0004869	S.CEREALE.LO7.r2.2RG00106510
GO:0004672	S.CEREALE.LO7.r2.2RG00106530
GO:0005524	S.CEREALE.LO7.r2.2RG00106530
GO:0006468	S.CEREALE.LO7.r2.2RG00106530
GO:0030246	S.CEREALE.LO7.r2.2RG00106530
GO:0005515	S.CEREALE.LO7.r2.2RG00106540
GO:0006508	S.CEREALE.LO7.r2.2RG00106570
GO:0008234	S.CEREALE.LO7.r2.2RG00106570
GO:0004843	S.CEREALE.LO7.r2.2RG00106620
GO:0016579	S.CEREALE.LO7.r2.2RG00106620
GO:0016020	S.CEREALE.LO7.r2.2RG00106630
GO:0016780	S.CEREALE.LO7.r2.2RG00106630
GO:0004672	S.CEREALE.LO7.r2.2RG00106700
GO:0005524	S.CEREALE.LO7.r2.2RG00106700
GO:0006468	S.CEREALE.LO7.r2.2RG00106700
GO:0005515	S.CEREALE.LO7.r2.2RG00106700
GO:0019239	S.CEREALE.LO7.r2.2RG00106710
GO:0006508	S.CEREALE.LO7.r2.2RG00106730
GO:0008234	S.CEREALE.LO7.r2.2RG00106730
GO:0008194	S.CEREALE.LO7.r2.2RG00106750
GO:0001522	S.CEREALE.LO7.r2.2RG00106760
GO:0003723	S.CEREALE.LO7.r2.2RG00106760
GO:0009451	S.CEREALE.LO7.r2.2RG00106760
GO:0009982	S.CEREALE.LO7.r2.2RG00106760
GO:0006486	S.CEREALE.LO7.r2.2RG00106770
GO:0008373	S.CEREALE.LO7.r2.2RG00106770
GO:0005524	S.CEREALE.LO7.r2.2RG00106780
GO:0140658	S.CEREALE.LO7.r2.2RG00106780
GO:0005524	S.CEREALE.LO7.r2.2RG00106790
GO:0016020	S.CEREALE.LO7.r2.2RG00106790
GO:0055085	S.CEREALE.LO7.r2.2RG00106790
GO:0140359	S.CEREALE.LO7.r2.2RG00106790
GO:0003676	S.CEREALE.LO7.r2.2RG00106850
GO:0005524	S.CEREALE.LO7.r2.2RG00106850
GO:0004497	S.CEREALE.LO7.r2.2RG00106910
GO:0005506	S.CEREALE.LO7.r2.2RG00106910
GO:0016705	S.CEREALE.LO7.r2.2RG00106910
GO:0020037	S.CEREALE.LO7.r2.2RG00106910
GO:0005515	S.CEREALE.LO7.r2.2RG00106940
GO:0015074	S.CEREALE.LO7.r2.2RG00106950
GO:0005737	S.CEREALE.LO7.r2.2RG00106970
GO:0006511	S.CEREALE.LO7.r2.2RG00106970
GO:0007275	S.CEREALE.LO7.r2.2RG00106970
GO:0005515	S.CEREALE.LO7.r2.2RG00106980
GO:0005515	S.CEREALE.LO7.r2.2RG00107010
GO:0043531	S.CEREALE.LO7.r2.2RG00107040
GO:0046961	S.CEREALE.LO7.r2.2RG00107080
GO:0006508	S.CEREALE.LO7.r2.2RG00107080
GO:0008233	S.CEREALE.LO7.r2.2RG00107080
GO:0030247	S.CEREALE.LO7.r2.2RG00107120
GO:0004672	S.CEREALE.LO7.r2.2RG00107120
GO:0006468	S.CEREALE.LO7.r2.2RG00107120
GO:0005509	S.CEREALE.LO7.r2.2RG00107130
GO:0005544	S.CEREALE.LO7.r2.2RG00107130
GO:0046488	S.CEREALE.LO7.r2.2RG00107180
GO:0052742	S.CEREALE.LO7.r2.2RG00107180
GO:0003676	S.CEREALE.LO7.r2.2RG00107200
GO:0006139	S.CEREALE.LO7.r2.2RG00107200
GO:0008408	S.CEREALE.LO7.r2.2RG00107200
GO:0005515	S.CEREALE.LO7.r2.2RG00107240
GO:0006807	S.CEREALE.LO7.r2.2RG00107250
GO:0015930	S.CEREALE.LO7.r2.2RG00107250
GO:0016491	S.CEREALE.LO7.r2.2RG00107250
GO:0006537	S.CEREALE.LO7.r2.2RG00107250
GO:0016638	S.CEREALE.LO7.r2.2RG00107250
GO:0003677	S.CEREALE.LO7.r2.2RG00107260
GO:0008270	S.CEREALE.LO7.r2.2RG00107260
GO:0003677	S.CEREALE.LO7.r2.2RG00107270
GO:0008270	S.CEREALE.LO7.r2.2RG00107270
GO:0003677	S.CEREALE.LO7.r2.2RG00107280
GO:0008270	S.CEREALE.LO7.r2.2RG00107280
GO:0005739	S.CEREALE.LO7.r2.2RG00107290
GO:0065003	S.CEREALE.LO7.r2.2RG00107290
GO:0003677	S.CEREALE.LO7.r2.2RG00107300
GO:0008270	S.CEREALE.LO7.r2.2RG00107300
GO:0003677	S.CEREALE.LO7.r2.2RG00107320
GO:0008270	S.CEREALE.LO7.r2.2RG00107320
GO:0005515	S.CEREALE.LO7.r2.2RG00107340
GO:0007165	S.CEREALE.LO7.r2.2RG00107350
GO:0008270	S.CEREALE.LO7.r2.2RG00107380
GO:0004672	S.CEREALE.LO7.r2.2RG00107390
GO:0006468	S.CEREALE.LO7.r2.2RG00107390
GO:0005515	S.CEREALE.LO7.r2.2RG00107390
GO:0003735	S.CEREALE.LO7.r2.2RG00107400
GO:0005840	S.CEREALE.LO7.r2.2RG00107400
GO:0006412	S.CEREALE.LO7.r2.2RG00107400
GO:0003676	S.CEREALE.LO7.r2.2RG00107420
GO:0008270	S.CEREALE.LO7.r2.2RG00107420
GO:0004623	S.CEREALE.LO7.r2.2RG00107450
GO:0006644	S.CEREALE.LO7.r2.2RG00107450
GO:0050482	S.CEREALE.LO7.r2.2RG00107450
GO:0004791	S.CEREALE.LO7.r2.2RG00107460
GO:0005737	S.CEREALE.LO7.r2.2RG00107460
GO:0019430	S.CEREALE.LO7.r2.2RG00107460
GO:0016491	S.CEREALE.LO7.r2.2RG00107460
GO:0006284	S.CEREALE.LO7.r2.2RG00107510
GO:0003824	S.CEREALE.LO7.r2.2RG00107510
GO:0006281	S.CEREALE.LO7.r2.2RG00107510
GO:0016757	S.CEREALE.LO7.r2.2RG00107530
GO:0005515	S.CEREALE.LO7.r2.2RG00107570
GO:0005515	S.CEREALE.LO7.r2.2RG00107590
GO:0016746	S.CEREALE.LO7.r2.2RG00107640
GO:0006633	S.CEREALE.LO7.r2.2RG00107640
GO:0016747	S.CEREALE.LO7.r2.2RG00107640
GO:0016746	S.CEREALE.LO7.r2.2RG00107650
GO:0006633	S.CEREALE.LO7.r2.2RG00107650
GO:0016747	S.CEREALE.LO7.r2.2RG00107650
GO:0004185	S.CEREALE.LO7.r2.2RG00107660
GO:0006508	S.CEREALE.LO7.r2.2RG00107660
GO:0004185	S.CEREALE.LO7.r2.2RG00107690
GO:0006508	S.CEREALE.LO7.r2.2RG00107690
GO:0008757	S.CEREALE.LO7.r2.2RG00107700
GO:0015995	S.CEREALE.LO7.r2.2RG00107740
GO:0016851	S.CEREALE.LO7.r2.2RG00107740
GO:0009058	S.CEREALE.LO7.r2.2RG00107740
GO:0004553	S.CEREALE.LO7.r2.2RG00107770
GO:0005975	S.CEREALE.LO7.r2.2RG00107770
GO:0004672	S.CEREALE.LO7.r2.2RG00107780
GO:0005524	S.CEREALE.LO7.r2.2RG00107780
GO:0006468	S.CEREALE.LO7.r2.2RG00107780
GO:0022857	S.CEREALE.LO7.r2.2RG00107840
GO:0055085	S.CEREALE.LO7.r2.2RG00107840
GO:0016746	S.CEREALE.LO7.r2.2RG00107930
GO:0005524	S.CEREALE.LO7.r2.2RG00107990
GO:0005524	S.CEREALE.LO7.r2.2RG00108030
GO:0016887	S.CEREALE.LO7.r2.2RG00108030
GO:0005524	S.CEREALE.LO7.r2.2RG00108060
GO:0016887	S.CEREALE.LO7.r2.2RG00108060
GO:0005524	S.CEREALE.LO7.r2.2RG00108120
GO:0016887	S.CEREALE.LO7.r2.2RG00108120
GO:0005524	S.CEREALE.LO7.r2.2RG00108150
GO:0016887	S.CEREALE.LO7.r2.2RG00108150
GO:0005524	S.CEREALE.LO7.r2.2RG00108170
GO:0016887	S.CEREALE.LO7.r2.2RG00108170
GO:0005524	S.CEREALE.LO7.r2.2RG00108200
GO:0016887	S.CEREALE.LO7.r2.2RG00108200
GO:0005524	S.CEREALE.LO7.r2.2RG00108290
GO:0016887	S.CEREALE.LO7.r2.2RG00108290
GO:0016740	S.CEREALE.LO7.r2.2RG00108320
GO:0016788	S.CEREALE.LO7.r2.2RG00108350
GO:0016788	S.CEREALE.LO7.r2.2RG00108390
GO:0016788	S.CEREALE.LO7.r2.2RG00108400
GO:0016788	S.CEREALE.LO7.r2.2RG00108410
GO:0030599	S.CEREALE.LO7.r2.2RG00108440
GO:0042545	S.CEREALE.LO7.r2.2RG00108440
GO:0030599	S.CEREALE.LO7.r2.2RG00108450
GO:0042545	S.CEREALE.LO7.r2.2RG00108450
GO:0006890	S.CEREALE.LO7.r2.2RG00108480
GO:0016020	S.CEREALE.LO7.r2.2RG00108480
GO:0005515	S.CEREALE.LO7.r2.2RG00108490
GO:0010333	S.CEREALE.LO7.r2.2RG00108540
GO:0016829	S.CEREALE.LO7.r2.2RG00108540
GO:0000287	S.CEREALE.LO7.r2.2RG00108540
GO:0010333	S.CEREALE.LO7.r2.2RG00108550
GO:0016829	S.CEREALE.LO7.r2.2RG00108550
GO:0000287	S.CEREALE.LO7.r2.2RG00108550
GO:0006629	S.CEREALE.LO7.r2.2RG00108560
GO:0010333	S.CEREALE.LO7.r2.2RG00108600
GO:0016829	S.CEREALE.LO7.r2.2RG00108600
GO:0000287	S.CEREALE.LO7.r2.2RG00108600
GO:0010333	S.CEREALE.LO7.r2.2RG00108750
GO:0016829	S.CEREALE.LO7.r2.2RG00108750
GO:0000287	S.CEREALE.LO7.r2.2RG00108750
GO:0003676	S.CEREALE.LO7.r2.2RG00108800
GO:0004523	S.CEREALE.LO7.r2.2RG00108800
GO:0010333	S.CEREALE.LO7.r2.2RG00108810
GO:0016829	S.CEREALE.LO7.r2.2RG00108810
GO:0000287	S.CEREALE.LO7.r2.2RG00108810
GO:0000287	S.CEREALE.LO7.r2.2RG00108820
GO:0010333	S.CEREALE.LO7.r2.2RG00108820
GO:0016829	S.CEREALE.LO7.r2.2RG00108820
GO:0003676	S.CEREALE.LO7.r2.2RG00108830
GO:0005524	S.CEREALE.LO7.r2.2RG00108830
GO:0004842	S.CEREALE.LO7.r2.2RG00108840
GO:0006996	S.CEREALE.LO7.r2.2RG00108840
GO:0016567	S.CEREALE.LO7.r2.2RG00108840
GO:0008194	S.CEREALE.LO7.r2.2RG00108870
GO:0005515	S.CEREALE.LO7.r2.2RG00108960
GO:0015297	S.CEREALE.LO7.r2.2RG00108980
GO:0016020	S.CEREALE.LO7.r2.2RG00108980
GO:0042910	S.CEREALE.LO7.r2.2RG00108980
GO:0055085	S.CEREALE.LO7.r2.2RG00108980
GO:0015297	S.CEREALE.LO7.r2.2RG00109060
GO:0016020	S.CEREALE.LO7.r2.2RG00109060
GO:0042910	S.CEREALE.LO7.r2.2RG00109060
GO:0055085	S.CEREALE.LO7.r2.2RG00109060
GO:0016757	S.CEREALE.LO7.r2.2RG00109080
GO:0004497	S.CEREALE.LO7.r2.2RG00109110
GO:0005506	S.CEREALE.LO7.r2.2RG00109110
GO:0016705	S.CEREALE.LO7.r2.2RG00109110
GO:0020037	S.CEREALE.LO7.r2.2RG00109110
GO:0008194	S.CEREALE.LO7.r2.2RG00109150
GO:0005524	S.CEREALE.LO7.r2.2RG00109160
GO:0140658	S.CEREALE.LO7.r2.2RG00109160
GO:0008270	S.CEREALE.LO7.r2.2RG00109170
GO:0005524	S.CEREALE.LO7.r2.2RG00109240
GO:0140658	S.CEREALE.LO7.r2.2RG00109240
GO:0008270	S.CEREALE.LO7.r2.2RG00109250
GO:0005524	S.CEREALE.LO7.r2.2RG00109310
GO:0140658	S.CEREALE.LO7.r2.2RG00109310
GO:0008270	S.CEREALE.LO7.r2.2RG00109320
GO:0003676	S.CEREALE.LO7.r2.2RG00109360
GO:0006139	S.CEREALE.LO7.r2.2RG00109360
GO:0008408	S.CEREALE.LO7.r2.2RG00109360
GO:0005515	S.CEREALE.LO7.r2.2RG00109400
GO:0003700	S.CEREALE.LO7.r2.2RG00109470
GO:0006355	S.CEREALE.LO7.r2.2RG00109470
GO:0005515	S.CEREALE.LO7.r2.2RG00109480
GO:0005515	S.CEREALE.LO7.r2.2RG00109490
GO:0005515	S.CEREALE.LO7.r2.2RG00109530
GO:0005515	S.CEREALE.LO7.r2.2RG00109560
GO:0006812	S.CEREALE.LO7.r2.2RG00109690
GO:0008324	S.CEREALE.LO7.r2.2RG00109690
GO:0016020	S.CEREALE.LO7.r2.2RG00109690
GO:0055085	S.CEREALE.LO7.r2.2RG00109690
GO:0003824	S.CEREALE.LO7.r2.2RG00109720
GO:0005515	S.CEREALE.LO7.r2.2RG00109750
GO:0005515	S.CEREALE.LO7.r2.2RG00109790
GO:0005515	S.CEREALE.LO7.r2.2RG00109800
GO:0005515	S.CEREALE.LO7.r2.2RG00109870
GO:0004497	S.CEREALE.LO7.r2.2RG00109880
GO:0005506	S.CEREALE.LO7.r2.2RG00109880
GO:0016705	S.CEREALE.LO7.r2.2RG00109880
GO:0020037	S.CEREALE.LO7.r2.2RG00109880
GO:0005515	S.CEREALE.LO7.r2.2RG00109910
GO:0008146	S.CEREALE.LO7.r2.2RG00109920
GO:0005515	S.CEREALE.LO7.r2.2RG00109930
GO:0003700	S.CEREALE.LO7.r2.2RG00109960
GO:0006355	S.CEREALE.LO7.r2.2RG00109960
GO:0043461	S.CEREALE.LO7.r2.2RG00109970
GO:0016787	S.CEREALE.LO7.r2.2RG00109980
GO:0016787	S.CEREALE.LO7.r2.2RG00110000
GO:0016787	S.CEREALE.LO7.r2.2RG00110010
GO:0016787	S.CEREALE.LO7.r2.2RG00110020
GO:0005385	S.CEREALE.LO7.r2.2RG00110030
GO:0016020	S.CEREALE.LO7.r2.2RG00110030
GO:0071577	S.CEREALE.LO7.r2.2RG00110030
GO:0030001	S.CEREALE.LO7.r2.2RG00110030
GO:0046873	S.CEREALE.LO7.r2.2RG00110030
GO:0055085	S.CEREALE.LO7.r2.2RG00110030
GO:0005515	S.CEREALE.LO7.r2.2RG00110040
GO:0005515	S.CEREALE.LO7.r2.2RG00110050
GO:0016787	S.CEREALE.LO7.r2.2RG00110060
GO:0016787	S.CEREALE.LO7.r2.2RG00110070
GO:0003676	S.CEREALE.LO7.r2.2RG00110080
GO:0003723	S.CEREALE.LO7.r2.2RG00110080
GO:0046872	S.CEREALE.LO7.r2.2RG00110080
GO:0003677	S.CEREALE.LO7.r2.2RG00110100
GO:0003779	S.CEREALE.LO7.r2.2RG00110190
GO:0003676	S.CEREALE.LO7.r2.2RG00110220
GO:0006139	S.CEREALE.LO7.r2.2RG00110220
GO:0008408	S.CEREALE.LO7.r2.2RG00110220
GO:0003676	S.CEREALE.LO7.r2.2RG00110230
GO:0006139	S.CEREALE.LO7.r2.2RG00110230
GO:0008408	S.CEREALE.LO7.r2.2RG00110230
GO:0003676	S.CEREALE.LO7.r2.2RG00110250
GO:0003676	S.CEREALE.LO7.r2.2RG00110270
GO:0003676	S.CEREALE.LO7.r2.2RG00110280
GO:0004601	S.CEREALE.LO7.r2.2RG00110310
GO:0006979	S.CEREALE.LO7.r2.2RG00110310
GO:0020037	S.CEREALE.LO7.r2.2RG00110310
GO:0003676	S.CEREALE.LO7.r2.2RG00110330
GO:0008270	S.CEREALE.LO7.r2.2RG00110330
GO:0016818	S.CEREALE.LO7.r2.2RG00110330
GO:0005524	S.CEREALE.LO7.r2.2RG00110330
GO:0140658	S.CEREALE.LO7.r2.2RG00110330
GO:0008270	S.CEREALE.LO7.r2.2RG00110350
GO:0003676	S.CEREALE.LO7.r2.2RG00110380
GO:0008270	S.CEREALE.LO7.r2.2RG00110380
GO:0003676	S.CEREALE.LO7.r2.2RG00110390
GO:0005524	S.CEREALE.LO7.r2.2RG00110390
GO:0016788	S.CEREALE.LO7.r2.2RG00110440
GO:0016788	S.CEREALE.LO7.r2.2RG00110450
GO:0016788	S.CEREALE.LO7.r2.2RG00110470
GO:0006508	S.CEREALE.LO7.r2.2RG00110510
GO:0008234	S.CEREALE.LO7.r2.2RG00110510
GO:0004499	S.CEREALE.LO7.r2.2RG00110520
GO:0050660	S.CEREALE.LO7.r2.2RG00110520
GO:0050661	S.CEREALE.LO7.r2.2RG00110520
GO:0005524	S.CEREALE.LO7.r2.2RG00110570
GO:0006457	S.CEREALE.LO7.r2.2RG00110570
GO:0044183	S.CEREALE.LO7.r2.2RG00110570
GO:0008757	S.CEREALE.LO7.r2.2RG00110580
GO:0004672	S.CEREALE.LO7.r2.2RG00110590
GO:0005524	S.CEREALE.LO7.r2.2RG00110590
GO:0006468	S.CEREALE.LO7.r2.2RG00110590
GO:0003677	S.CEREALE.LO7.r2.2RG00110610
GO:0046983	S.CEREALE.LO7.r2.2RG00110610
GO:0006508	S.CEREALE.LO7.r2.2RG00110620
GO:0008234	S.CEREALE.LO7.r2.2RG00110620
GO:0003676	S.CEREALE.LO7.r2.2RG00110630
GO:0006139	S.CEREALE.LO7.r2.2RG00110630
GO:0008408	S.CEREALE.LO7.r2.2RG00110630
GO:0005975	S.CEREALE.LO7.r2.2RG00110670
GO:0016301	S.CEREALE.LO7.r2.2RG00110670
GO:0003676	S.CEREALE.LO7.r2.2RG00110700
GO:0006139	S.CEREALE.LO7.r2.2RG00110700
GO:0008408	S.CEREALE.LO7.r2.2RG00110700
GO:0006508	S.CEREALE.LO7.r2.2RG00110720
GO:0008234	S.CEREALE.LO7.r2.2RG00110720
GO:0016491	S.CEREALE.LO7.r2.2RG00110770
GO:0050660	S.CEREALE.LO7.r2.2RG00110770
GO:0008757	S.CEREALE.LO7.r2.2RG00110800
GO:0008168	S.CEREALE.LO7.r2.2RG00110800
GO:0008757	S.CEREALE.LO7.r2.2RG00110830
GO:0008168	S.CEREALE.LO7.r2.2RG00110830
GO:0008757	S.CEREALE.LO7.r2.2RG00110840
GO:0004798	S.CEREALE.LO7.r2.2RG00110850
GO:0005524	S.CEREALE.LO7.r2.2RG00110850
GO:0006233	S.CEREALE.LO7.r2.2RG00110850
GO:0009055	S.CEREALE.LO7.r2.2RG00110860
GO:0042256	S.CEREALE.LO7.r2.2RG00110870
GO:0043022	S.CEREALE.LO7.r2.2RG00110870
GO:0004601	S.CEREALE.LO7.r2.2RG00110890
GO:0006979	S.CEREALE.LO7.r2.2RG00110890
GO:0020037	S.CEREALE.LO7.r2.2RG00110890
GO:0015074	S.CEREALE.LO7.r2.2RG00110900
GO:0005515	S.CEREALE.LO7.r2.2RG00110910
GO:0004601	S.CEREALE.LO7.r2.2RG00110920
GO:0006979	S.CEREALE.LO7.r2.2RG00110920
GO:0020037	S.CEREALE.LO7.r2.2RG00110920
GO:0004601	S.CEREALE.LO7.r2.2RG00110930
GO:0006979	S.CEREALE.LO7.r2.2RG00110930
GO:0020037	S.CEREALE.LO7.r2.2RG00110930
GO:0004601	S.CEREALE.LO7.r2.2RG00110940
GO:0006979	S.CEREALE.LO7.r2.2RG00110940
GO:0020037	S.CEREALE.LO7.r2.2RG00110940
GO:0004601	S.CEREALE.LO7.r2.2RG00110950
GO:0006979	S.CEREALE.LO7.r2.2RG00110950
GO:0020037	S.CEREALE.LO7.r2.2RG00110950
GO:0004601	S.CEREALE.LO7.r2.2RG00110960
GO:0006979	S.CEREALE.LO7.r2.2RG00110960
GO:0020037	S.CEREALE.LO7.r2.2RG00110960
GO:0004601	S.CEREALE.LO7.r2.2RG00110980
GO:0006979	S.CEREALE.LO7.r2.2RG00110980
GO:0020037	S.CEREALE.LO7.r2.2RG00110980
GO:0004601	S.CEREALE.LO7.r2.2RG00110990
GO:0006979	S.CEREALE.LO7.r2.2RG00110990
GO:0020037	S.CEREALE.LO7.r2.2RG00110990
GO:0004601	S.CEREALE.LO7.r2.2RG00111000
GO:0006979	S.CEREALE.LO7.r2.2RG00111000
GO:0020037	S.CEREALE.LO7.r2.2RG00111000
GO:0000166	S.CEREALE.LO7.r2.2RG00111050
GO:0004812	S.CEREALE.LO7.r2.2RG00111050
GO:0005524	S.CEREALE.LO7.r2.2RG00111050
GO:0006418	S.CEREALE.LO7.r2.2RG00111050
GO:0002161	S.CEREALE.LO7.r2.2RG00111050
GO:0004823	S.CEREALE.LO7.r2.2RG00111050
GO:0006429	S.CEREALE.LO7.r2.2RG00111050
GO:0006564	S.CEREALE.LO7.r2.2RG00111060
GO:0036424	S.CEREALE.LO7.r2.2RG00111060
GO:0004601	S.CEREALE.LO7.r2.2RG00111070
GO:0006979	S.CEREALE.LO7.r2.2RG00111070
GO:0020037	S.CEREALE.LO7.r2.2RG00111070
GO:0004601	S.CEREALE.LO7.r2.2RG00111080
GO:0006979	S.CEREALE.LO7.r2.2RG00111080
GO:0020037	S.CEREALE.LO7.r2.2RG00111080
GO:0004601	S.CEREALE.LO7.r2.2RG00111100
GO:0006979	S.CEREALE.LO7.r2.2RG00111100
GO:0020037	S.CEREALE.LO7.r2.2RG00111100
GO:0051920	S.CEREALE.LO7.r2.2RG00111120
GO:0016209	S.CEREALE.LO7.r2.2RG00111120
GO:0016491	S.CEREALE.LO7.r2.2RG00111120
GO:0003777	S.CEREALE.LO7.r2.2RG00111140
GO:0005524	S.CEREALE.LO7.r2.2RG00111140
GO:0007018	S.CEREALE.LO7.r2.2RG00111140
GO:0008017	S.CEREALE.LO7.r2.2RG00111140
GO:0005484	S.CEREALE.LO7.r2.2RG00111160
GO:0006890	S.CEREALE.LO7.r2.2RG00111160
GO:0004540	S.CEREALE.LO7.r2.2RG00111250
GO:0016020	S.CEREALE.LO7.r2.2RG00111260
GO:0004540	S.CEREALE.LO7.r2.2RG00111270
GO:0008270	S.CEREALE.LO7.r2.2RG00111290
GO:0004672	S.CEREALE.LO7.r2.2RG00111300
GO:0005524	S.CEREALE.LO7.r2.2RG00111300
GO:0006468	S.CEREALE.LO7.r2.2RG00111300
GO:0007165	S.CEREALE.LO7.r2.2RG00111300
GO:0008194	S.CEREALE.LO7.r2.2RG00111330
GO:0006508	S.CEREALE.LO7.r2.2RG00111380
GO:0008234	S.CEREALE.LO7.r2.2RG00111380
GO:0005524	S.CEREALE.LO7.r2.2RG00111400
