# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
S.CEREALE.LO7.r2.2RG00164340	S.CEREALE.LO7.r2.2RG00164340	S.CEREALE.LO7.r2.2RG00164340.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00164340	S.CEREALE.LO7.r2.2RG00164340	S.CEREALE.LO7.r2.2RG00164340.2	protein_coding	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350	S.CEREALE.LO7.r2.2RG00164350.3	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164480	S.CEREALE.LO7.r2.2RG00164480	S.CEREALE.LO7.r2.2RG00164480.1	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164590	S.CEREALE.LO7.r2.2RG00164590	S.CEREALE.LO7.r2.2RG00164590.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164600	S.CEREALE.LO7.r2.2RG00164600	S.CEREALE.LO7.r2.2RG00164600.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164610	S.CEREALE.LO7.r2.2RG00164610	S.CEREALE.LO7.r2.2RG00164610.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164620	S.CEREALE.LO7.r2.2RG00164620	S.CEREALE.LO7.r2.2RG00164620.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164670	S.CEREALE.LO7.r2.2RG00164670	S.CEREALE.LO7.r2.2RG00164670.1	protein_coding	0	2	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164720	S.CEREALE.LO7.r2.2RG00164720	S.CEREALE.LO7.r2.2RG00164720.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.2RG00164740	S.CEREALE.LO7.r2.2RG00164740	S.CEREALE.LO7.r2.2RG00164740.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164750	S.CEREALE.LO7.r2.2RG00164750	S.CEREALE.LO7.r2.2RG00164750.1	protein_coding	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00164760	S.CEREALE.LO7.r2.2RG00164760	S.CEREALE.LO7.r2.2RG00164760.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164770	S.CEREALE.LO7.r2.2RG00164770	S.CEREALE.LO7.r2.2RG00164770.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00164780	S.CEREALE.LO7.r2.2RG00164780	S.CEREALE.LO7.r2.2RG00164780.1	protein_coding	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164780	S.CEREALE.LO7.r2.2RG00164780	S.CEREALE.LO7.r2.2RG00164780.2	protein_coding	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164790	S.CEREALE.LO7.r2.2RG00164790	S.CEREALE.LO7.r2.2RG00164790.1	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164900	S.CEREALE.LO7.r2.2RG00164900	S.CEREALE.LO7.r2.2RG00164900.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00164910	S.CEREALE.LO7.r2.2RG00164910	S.CEREALE.LO7.r2.2RG00164910.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164910	S.CEREALE.LO7.r2.2RG00164910	S.CEREALE.LO7.r2.2RG00164910.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164930	S.CEREALE.LO7.r2.2RG00164930	S.CEREALE.LO7.r2.2RG00164930.1	protein_coding	0	0	1	5	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00164960	S.CEREALE.LO7.r2.2RG00164960	S.CEREALE.LO7.r2.2RG00164960.1	protein_coding	2	4	5	2	0	0	0	0	0	3	5	1	0	0	0	1	0	0	4	0
S.CEREALE.LO7.r2.2RG00164980	S.CEREALE.LO7.r2.2RG00164980	S.CEREALE.LO7.r2.2RG00164980.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164980	S.CEREALE.LO7.r2.2RG00164980	S.CEREALE.LO7.r2.2RG00164980.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00164990	S.CEREALE.LO7.r2.2RG00164990	S.CEREALE.LO7.r2.2RG00164990.1	protein_coding	0	1	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165060	S.CEREALE.LO7.r2.2RG00165060	S.CEREALE.LO7.r2.2RG00165060.1	protein_coding	0	3	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00165060	S.CEREALE.LO7.r2.2RG00165060	S.CEREALE.LO7.r2.2RG00165060.2	protein_coding	0	3	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00165100	S.CEREALE.LO7.r2.2RG00165100	S.CEREALE.LO7.r2.2RG00165100.1	protein_coding	0	1	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00165110	S.CEREALE.LO7.r2.2RG00165110	S.CEREALE.LO7.r2.2RG00165110.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00165230	S.CEREALE.LO7.r2.2RG00165230	S.CEREALE.LO7.r2.2RG00165230.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.2RG00165240	S.CEREALE.LO7.r2.2RG00165240	S.CEREALE.LO7.r2.2RG00165240.1	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165250	S.CEREALE.LO7.r2.2RG00165250	S.CEREALE.LO7.r2.2RG00165250.1	protein_coding	0	6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0
S.CEREALE.LO7.r2.2RG00165260	S.CEREALE.LO7.r2.2RG00165260	S.CEREALE.LO7.r2.2RG00165260.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.2RG00165430	S.CEREALE.LO7.r2.2RG00165430	S.CEREALE.LO7.r2.2RG00165430.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165440	S.CEREALE.LO7.r2.2RG00165440	S.CEREALE.LO7.r2.2RG00165440.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165450	S.CEREALE.LO7.r2.2RG00165450	S.CEREALE.LO7.r2.2RG00165450.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165540	S.CEREALE.LO7.r2.2RG00165540	S.CEREALE.LO7.r2.2RG00165540.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00165550	S.CEREALE.LO7.r2.2RG00165550	S.CEREALE.LO7.r2.2RG00165550.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165560	S.CEREALE.LO7.r2.2RG00165560	S.CEREALE.LO7.r2.2RG00165560.1	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165570	S.CEREALE.LO7.r2.2RG00165570	S.CEREALE.LO7.r2.2RG00165570.1	protein_coding	0	4	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00165570	S.CEREALE.LO7.r2.2RG00165570	S.CEREALE.LO7.r2.2RG00165570.2	protein_coding	0	3	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00165580	S.CEREALE.LO7.r2.2RG00165580	S.CEREALE.LO7.r2.2RG00165580.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.2RG00165580	S.CEREALE.LO7.r2.2RG00165580	S.CEREALE.LO7.r2.2RG00165580.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.2RG00165590	S.CEREALE.LO7.r2.2RG00165590	S.CEREALE.LO7.r2.2RG00165590.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00165670	S.CEREALE.LO7.r2.2RG00165670	S.CEREALE.LO7.r2.2RG00165670.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.2RG00165840	S.CEREALE.LO7.r2.2RG00165840	S.CEREALE.LO7.r2.2RG00165840.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00165850	S.CEREALE.LO7.r2.2RG00165850	S.CEREALE.LO7.r2.2RG00165850.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00165860	S.CEREALE.LO7.r2.2RG00165860	S.CEREALE.LO7.r2.2RG00165860.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00165870	S.CEREALE.LO7.r2.2RG00165870	S.CEREALE.LO7.r2.2RG00165870.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165880	S.CEREALE.LO7.r2.2RG00165880	S.CEREALE.LO7.r2.2RG00165880.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165900	S.CEREALE.LO7.r2.2RG00165900	S.CEREALE.LO7.r2.2RG00165900.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165910	S.CEREALE.LO7.r2.2RG00165910	S.CEREALE.LO7.r2.2RG00165910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165920	S.CEREALE.LO7.r2.2RG00165920	S.CEREALE.LO7.r2.2RG00165920.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00165930	S.CEREALE.LO7.r2.2RG00165930	S.CEREALE.LO7.r2.2RG00165930.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00165940	S.CEREALE.LO7.r2.2RG00165940	S.CEREALE.LO7.r2.2RG00165940.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166160	S.CEREALE.LO7.r2.2RG00166160	S.CEREALE.LO7.r2.2RG00166160.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00166170	S.CEREALE.LO7.r2.2RG00166170	S.CEREALE.LO7.r2.2RG00166170.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00166190	S.CEREALE.LO7.r2.2RG00166190	S.CEREALE.LO7.r2.2RG00166190.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00166200	S.CEREALE.LO7.r2.2RG00166200	S.CEREALE.LO7.r2.2RG00166200.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00166210	S.CEREALE.LO7.r2.2RG00166210	S.CEREALE.LO7.r2.2RG00166210.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166240	S.CEREALE.LO7.r2.2RG00166240	S.CEREALE.LO7.r2.2RG00166240.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166250	S.CEREALE.LO7.r2.2RG00166250	S.CEREALE.LO7.r2.2RG00166250.1	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00166260	S.CEREALE.LO7.r2.2RG00166260	S.CEREALE.LO7.r2.2RG00166260.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166650	S.CEREALE.LO7.r2.2RG00166650	S.CEREALE.LO7.r2.2RG00166650.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00166660	S.CEREALE.LO7.r2.2RG00166660	S.CEREALE.LO7.r2.2RG00166660.1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166670	S.CEREALE.LO7.r2.2RG00166670	S.CEREALE.LO7.r2.2RG00166670.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166710	S.CEREALE.LO7.r2.2RG00166710	S.CEREALE.LO7.r2.2RG00166710.1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00166900	S.CEREALE.LO7.r2.2RG00166900	S.CEREALE.LO7.r2.2RG00166900.1	protein_coding	0	1	1	6	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00166930	S.CEREALE.LO7.r2.2RG00166930	S.CEREALE.LO7.r2.2RG00166930.1	protein_coding	0	1	1	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00166940	S.CEREALE.LO7.r2.2RG00166940	S.CEREALE.LO7.r2.2RG00166940.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167010	S.CEREALE.LO7.r2.2RG00167010	S.CEREALE.LO7.r2.2RG00167010.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167020	S.CEREALE.LO7.r2.2RG00167020	S.CEREALE.LO7.r2.2RG00167020.1	protein_coding	1	3	2	3	0	0	3	0	0	0	2	0	0	0	0	1	0	0	3	0
S.CEREALE.LO7.r2.2RG00167020	S.CEREALE.LO7.r2.2RG00167020	S.CEREALE.LO7.r2.2RG00167020.2	protein_coding	1	3	2	3	0	0	0	0	0	3	2	0	0	0	0	1	0	0	3	0
S.CEREALE.LO7.r2.2RG00167030	S.CEREALE.LO7.r2.2RG00167030	S.CEREALE.LO7.r2.2RG00167030.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167040	S.CEREALE.LO7.r2.2RG00167040	S.CEREALE.LO7.r2.2RG00167040.1	protein_coding	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167050	S.CEREALE.LO7.r2.2RG00167050	S.CEREALE.LO7.r2.2RG00167050.1	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00167060	S.CEREALE.LO7.r2.2RG00167060	S.CEREALE.LO7.r2.2RG00167060.1	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167090	S.CEREALE.LO7.r2.2RG00167090	S.CEREALE.LO7.r2.2RG00167090.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00167130	S.CEREALE.LO7.r2.2RG00167130	S.CEREALE.LO7.r2.2RG00167130.1	protein_coding	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00167140	S.CEREALE.LO7.r2.2RG00167140	S.CEREALE.LO7.r2.2RG00167140.1	protein_coding	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00167150	S.CEREALE.LO7.r2.2RG00167150	S.CEREALE.LO7.r2.2RG00167150.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00167160	S.CEREALE.LO7.r2.2RG00167160	S.CEREALE.LO7.r2.2RG00167160.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00167170	S.CEREALE.LO7.r2.2RG00167170	S.CEREALE.LO7.r2.2RG00167170.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00167180	S.CEREALE.LO7.r2.2RG00167180	S.CEREALE.LO7.r2.2RG00167180.1	protein_coding	1	1	4	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0
S.CEREALE.LO7.r2.2RG00167190	S.CEREALE.LO7.r2.2RG00167190	S.CEREALE.LO7.r2.2RG00167190.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167220	S.CEREALE.LO7.r2.2RG00167220	S.CEREALE.LO7.r2.2RG00167220.1	protein_coding	1	0	0	7	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0
S.CEREALE.LO7.r2.2RG00167220	S.CEREALE.LO7.r2.2RG00167220	S.CEREALE.LO7.r2.2RG00167220.2	protein_coding	1	0	0	7	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0
S.CEREALE.LO7.r2.2RG00167230	S.CEREALE.LO7.r2.2RG00167230	S.CEREALE.LO7.r2.2RG00167230.1	protein_coding	0	0	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.2RG00167290	S.CEREALE.LO7.r2.2RG00167290	S.CEREALE.LO7.r2.2RG00167290.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
S.CEREALE.LO7.r2.2RG00167340	S.CEREALE.LO7.r2.2RG00167340	S.CEREALE.LO7.r2.2RG00167340.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167360	S.CEREALE.LO7.r2.2RG00167360	S.CEREALE.LO7.r2.2RG00167360.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167440	S.CEREALE.LO7.r2.2RG00167440	S.CEREALE.LO7.r2.2RG00167440.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00167580	S.CEREALE.LO7.r2.2RG00167580	S.CEREALE.LO7.r2.2RG00167580.1	protein_coding	0	4	4	2	0	1	2	0	0	0	4	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00167620	S.CEREALE.LO7.r2.2RG00167620	S.CEREALE.LO7.r2.2RG00167620.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167790	S.CEREALE.LO7.r2.2RG00167790	S.CEREALE.LO7.r2.2RG00167790.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167830	S.CEREALE.LO7.r2.2RG00167830	S.CEREALE.LO7.r2.2RG00167830.1	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167850	S.CEREALE.LO7.r2.2RG00167850	S.CEREALE.LO7.r2.2RG00167850.1	protein_coding	0	1	2	8	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	6
S.CEREALE.LO7.r2.2RG00167990	S.CEREALE.LO7.r2.2RG00167990	S.CEREALE.LO7.r2.2RG00167990.1	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00167990	S.CEREALE.LO7.r2.2RG00167990	S.CEREALE.LO7.r2.2RG00167990.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168120	S.CEREALE.LO7.r2.2RG00168120	S.CEREALE.LO7.r2.2RG00168120.1	protein_coding	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00168120	S.CEREALE.LO7.r2.2RG00168120	S.CEREALE.LO7.r2.2RG00168120.2	protein_coding	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00168250	S.CEREALE.LO7.r2.2RG00168250	S.CEREALE.LO7.r2.2RG00168250.1	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168250	S.CEREALE.LO7.r2.2RG00168250	S.CEREALE.LO7.r2.2RG00168250.2	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168260	S.CEREALE.LO7.r2.2RG00168260	S.CEREALE.LO7.r2.2RG00168260.1	protein_coding	0	7	0	6	0	0	0	0	0	7	0	0	0	1	0	0	0	0	6	0
S.CEREALE.LO7.r2.2RG00168280	S.CEREALE.LO7.r2.2RG00168280	S.CEREALE.LO7.r2.2RG00168280.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.2RG00168290	S.CEREALE.LO7.r2.2RG00168290	S.CEREALE.LO7.r2.2RG00168290.1	protein_coding	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00168290	S.CEREALE.LO7.r2.2RG00168290	S.CEREALE.LO7.r2.2RG00168290.2	protein_coding	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00168300	S.CEREALE.LO7.r2.2RG00168300	S.CEREALE.LO7.r2.2RG00168300.1	protein_coding	0	5	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.2RG00168440	S.CEREALE.LO7.r2.2RG00168440	S.CEREALE.LO7.r2.2RG00168440.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00168440	S.CEREALE.LO7.r2.2RG00168440	S.CEREALE.LO7.r2.2RG00168440.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00168520	S.CEREALE.LO7.r2.2RG00168520	S.CEREALE.LO7.r2.2RG00168520.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168530	S.CEREALE.LO7.r2.2RG00168530	S.CEREALE.LO7.r2.2RG00168530.1	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00168590	S.CEREALE.LO7.r2.2RG00168590	S.CEREALE.LO7.r2.2RG00168590.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00168610	S.CEREALE.LO7.r2.2RG00168610	S.CEREALE.LO7.r2.2RG00168610.1	protein_coding	0	5	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.2RG00168620	S.CEREALE.LO7.r2.2RG00168620	S.CEREALE.LO7.r2.2RG00168620.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168630	S.CEREALE.LO7.r2.2RG00168630	S.CEREALE.LO7.r2.2RG00168630.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168640	S.CEREALE.LO7.r2.2RG00168640	S.CEREALE.LO7.r2.2RG00168640.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
